month,h_all_precip_mm,h_rain_mm,h_snow_cm
1,31.64,0.63,31.01
2,26.13,0.37,25.76
3,36.59,4.01,32.57
4,30.33,22.19,8.13
5,51.65,48.95,2.7
6,69.46,69.46,0.0
7,83.27,83.27,0.0
8,50.26,50.26,0.0
9,37.39,35.54,1.86
10,27.44,20.42,7.02
11,21.85,2.3,19.55
12,39.55,0.17,39.38
