month,h_all_precip_mm,h_rain_mm,h_snow_cm
1,16.45,0.84,15.61
2,9.36,0.33,9.03
3,17.9,3.19,14.7
4,21.04,11.95,9.09
5,52.65,45.37,7.28
6,79.31,79.16,0.15
7,62.17,62.17,0.0
8,37.24,37.24,0.0
9,36.85,34.63,2.22
10,19.93,12.9,7.03
11,17.96,3.05,14.91
12,19.6,0.36,19.24
