month,h_all_precip_mm,h_rain_mm,h_snow_cm
1,83.28,21.45,61.84
2,72.18,15.85,56.34
3,76.93,42.54,34.39
4,78.02,69.32,8.7
5,117.82,117.82,0.0
6,113.98,113.98,0.0
7,123.18,123.18,0.0
8,103.44,103.44,0.0
9,120.43,120.43,0.0
10,111.74,111.49,0.25
11,107.43,76.13,31.29
12,88.88,24.95,63.93
