month,h_all_precip_mm,h_rain_mm,h_snow_cm
1,35.03,0.3,32.47
2,24.63,2.99,22.27
3,32.96,12.64,19.92
4,49.7,32.61,16.57
5,77.39,75.87,1.52
6,103.54,103.54,0.0
7,117.65,117.65,0.0
8,88.41,88.41,0.0
9,99.64,97.39,2.25
10,76.46,68.93,7.17
11,44.81,13.51,30.55
12,35.5,4.26,31.08
