month,h_all_precip_mm,h_rain_mm,h_snow_cm
1,37.45,1.15,36.3
2,25.42,0.5,24.92
3,28.31,1.42,26.89
4,18.13,11.93,6.19
5,39.92,37.97,1.95
6,64.24,64.24,0.0
7,84.99,84.99,0.0
8,50.39,50.39,0.0
9,36.78,36.5,0.28
10,24.42,10.81,13.62
11,44.67,3.61,41.06
12,27.94,2.09,25.84
