month,h_all_precip_mm,h_rain_mm,h_snow_cm
1,171.88,159.14,11.94
2,114.31,107.82,5.98
3,105.65,95.69,9.86
4,64.57,64.37,0.21
5,45.57,45.57,0.0
6,42.8,42.8,0.0
7,26.69,26.69,0.0
8,29.15,29.15,0.0
9,41.77,41.77,0.0
10,122.84,122.72,0.12
11,200.54,191.88,8.22
12,187.85,168.85,18.66
