month,h_all_precip_mm,h_rain_mm,h_snow_cm
1,357.02,185.93,171.09
2,228.23,103.44,124.79
3,232.51,93.08,139.43
4,192.35,89.97,102.38
5,168.16,155.53,12.63
6,173.48,173.18,0.3
7,91.67,91.67,0.0
8,114.8,114.8,0.0
9,155.79,155.44,0.35
10,305.28,292.06,13.22
11,421.44,300.95,120.49
12,289.53,105.49,184.03
