month,h_all_precip_mm,h_rain_mm,h_snow_cm
1,19.71,0.13,19.58
2,11.94,0.58,11.36
3,20.54,4.42,16.12
4,22.93,12.51,10.41
5,56.16,52.28,3.88
6,75.19,75.19,0.0
7,77.53,77.53,0.0
8,42.92,42.92,0.0
9,37.97,37.57,0.4
10,31.81,22.12,9.69
11,17.86,2.98,14.88
12,18.88,0.05,18.83
