month,h_all_precip_mm,h_rain_mm,h_snow_cm
1,100.55,29.65,70.9
2,64.01,22.15,41.86
3,90.03,39.91,50.12
4,85.97,72.24,13.73
5,100.04,99.91,0.13
6,87.26,87.26,0.0
7,98.2,98.2,0.0
8,84.75,84.75,0.0
9,91.55,91.46,0.09
10,96.6,95.96,0.64
11,100.97,87.1,13.88
12,98.92,53.14,45.78
