month,h_all_precip_mm,h_rain_mm,h_snow_cm
1,15.76,0.23,15.78
2,12.33,0.05,13.26
3,20.05,1.12,21.8
4,31.07,19.25,11.82
5,50.22,37.6,12.23
6,95.72,95.72,0.0
7,84.21,84.21,0.0
8,69.11,68.86,0.25
9,47.32,43.88,3.43
10,20.99,12.47,8.55
11,15.39,1.95,13.51
12,10.72,0.52,11.53
