month,h_all_precip_mm,h_rain_mm,h_snow_cm
1,138.65,76.25,62.4
2,100.14,58.73,41.41
3,122.8,86.25,36.55
4,112.5,100.24,12.27
5,127.44,126.25,1.19
6,90.05,90.05,0.0
7,86.13,86.13,0.0
8,85.69,85.69,0.0
9,114.62,114.62,0.0
10,118.34,118.34,0.0
11,151.49,137.44,14.05
12,145.06,101.97,43.09
