month,h_all_precip_mm,h_rain_mm,h_snow_cm
1,168.4,156.87,11.53
2,121.79,105.09,16.7
3,118.75,113.21,5.54
4,106.18,105.15,1.03
5,85.66,85.66,0.0
6,68.39,68.39,0.0
7,61.81,61.81,0.0
8,92.12,92.12,0.0
9,121.51,121.51,0.0
10,202.69,201.76,0.93
11,207.76,204.36,3.4
12,173.7,169.42,4.28
