month,h_all_precip_mm,h_rain_mm,h_snow_cm
1,149.0,94.22,54.44
2,126.79,79.2,46.79
3,138.93,101.11,36.09
4,119.89,109.15,10.54
5,129.3,128.57,0.73
6,100.85,100.85,0.0
7,99.51,99.51,0.0
8,87.33,87.33,0.0
9,117.98,117.98,0.0
10,139.23,139.19,0.04
11,158.67,141.95,16.46
12,145.67,105.64,39.58
