month,h_all_precip_mm,h_rain_mm,h_snow_cm
1,28.11,0.99,27.12
2,15.76,0.32,15.45
3,16.43,0.43,16.0
4,29.23,19.96,9.27
5,61.01,55.06,5.94
6,101.94,101.94,0.0
7,103.36,103.36,0.0
8,76.25,76.25,0.0
9,44.8,43.8,1.0
10,31.96,17.87,14.09
11,24.92,2.78,22.14
12,16.8,1.74,15.06
