month,h_all_precip_mm,h_rain_mm,h_snow_cm
1,14.81,0.32,14.49
2,17.32,0.09,17.22
3,28.55,1.64,26.92
4,37.88,16.01,21.87
5,70.37,59.08,11.28
6,123.6,123.6,0.0
7,54.42,54.42,0.0
8,61.66,61.28,0.38
9,45.84,43.39,2.45
10,25.32,10.08,15.24
11,21.89,2.26,19.63
12,12.86,0.43,12.43
