month,h_all_precip_mm,h_rain_mm,h_snow_cm
1,31.74,0.35,31.39
2,18.7,2.59,16.11
3,30.64,13.36,17.27
4,32.7,18.64,14.06
5,82.97,80.36,2.61
6,107.08,107.08,0.0
7,98.04,98.04,0.0
8,82.64,82.64,0.0
9,56.26,56.21,0.05
10,43.51,35.37,8.14
11,33.53,8.45,25.08
12,32.13,1.12,31.01
