month,h_all_precip_mm,h_rain_mm,h_snow_cm
1,77.6,20.35,57.25
2,68.7,14.36,54.35
3,80.34,33.13,47.21
4,85.23,66.39,19.41
5,96.6,94.88,1.72
6,120.88,120.88,0.0
7,136.97,136.97,0.0
8,133.27,133.27,0.0
9,101.33,101.33,0.0
10,107.44,100.88,6.56
11,99.3,67.0,32.3
12,99.91,30.81,69.1
