month,h_all_precip_mm,h_rain_mm,h_snow_cm
1,23.36,0.06,23.3
2,18.75,1.66,17.09
3,26.98,10.95,16.03
4,25.47,15.75,9.72
5,66.45,63.69,2.77
6,89.31,89.31,0.0
7,69.94,69.94,0.0
8,69.17,69.17,0.0
9,46.9,46.86,0.05
10,44.57,38.38,6.18
11,31.7,7.87,23.83
12,27.14,2.07,25.07
