month,h_all_precip_mm,h_rain_mm,h_snow_cm
1,13.05,0.02,13.03
2,9.61,0.13,9.48
3,12.93,2.53,10.39
4,22.59,17.72,4.87
5,42.85,40.81,2.04
6,62.77,62.77,0.0
7,67.14,67.14,0.0
8,48.55,48.55,0.0
9,38.78,38.11,0.67
10,18.94,12.03,6.79
11,12.92,0.86,12.06
12,14.37,0.34,14.03
