month,h_all_precip_mm,h_rain_mm,h_snow_cm
1,117.78,54.56,63.22
2,110.74,52.58,58.16
3,106.96,65.84,41.12
4,102.71,87.44,15.26
5,91.05,88.05,3.0
6,112.04,111.86,0.18
7,97.57,97.57,0.0
8,92.72,92.72,0.0
9,132.26,132.26,0.0
10,139.71,138.54,1.16
11,127.54,111.49,16.05
12,125.94,83.58,44.8
