month,h_all_precip_mm,h_rain_mm,h_snow_cm
1,21.75,0.0,21.75
2,12.16,0.16,12.0
3,22.62,4.95,17.67
4,23.22,10.85,12.37
5,48.94,45.51,3.42
6,73.28,73.28,0.0
7,78.07,78.07,0.0
8,54.53,54.53,0.0
9,33.56,33.06,0.5
10,21.91,15.75,6.16
11,17.93,1.78,16.15
12,25.89,0.07,25.82
