month,h_all_precip_mm,h_rain_mm,h_snow_cm
1,16.71,0.3,16.41
2,10.19,0.13,10.06
3,18.47,4.12,14.44
4,26.18,20.6,5.56
5,42.92,40.79,2.14
6,75.42,75.42,0.0
7,53.6,53.6,0.0
8,51.45,51.45,0.0
9,33.08,31.52,1.56
10,20.79,16.36,4.44
11,15.09,1.84,13.25
12,18.34,0.39,17.95
