month,h_all_precip_mm,h_rain_mm,h_snow_cm
1,15.26,0.35,14.91
2,9.39,0.87,8.52
3,22.35,4.97,17.38
4,21.36,14.03,7.33
5,49.27,44.61,4.66
6,71.88,71.88,0.0
7,67.97,67.97,0.0
8,39.36,39.36,0.0
9,33.73,33.17,0.57
10,22.23,14.44,7.79
11,13.06,1.04,12.01
12,15.92,0.41,15.52
