month,h_all_precip_mm,h_rain_mm,h_snow_cm
1,22.06,0.88,21.17
2,8.89,0.36,8.52
3,18.9,1.24,17.66
4,25.48,16.18,9.3
5,36.53,33.78,2.75
6,64.39,64.39,0.0
7,70.22,70.22,0.0
8,54.42,54.24,0.18
9,33.41,32.75,0.66
10,14.03,9.27,4.75
11,17.04,2.03,15.01
12,17.56,0.41,17.15
