month,h_all_precip_mm,h_rain_mm,h_snow_cm
1,16.49,0.0,16.49
2,13.77,0.0,13.77
3,14.36,0.5,13.86
4,21.31,11.36,9.96
5,54.6,53.01,1.59
6,69.75,69.75,0.0
7,64.89,64.89,0.0
8,66.76,66.76,0.0
9,63.33,63.23,0.1
10,29.32,21.86,7.46
11,16.23,0.4,15.83
12,22.54,0.77,21.77
