month,h_all_precip_mm,h_rain_mm,h_snow_cm
1,21.29,0.28,21.01
2,17.26,1.82,15.44
3,24.59,5.87,18.73
4,29.8,18.51,11.29
5,57.13,54.94,2.19
6,80.42,80.42,0.0
7,79.67,79.67,0.0
8,60.15,60.15,0.0
9,51.79,51.34,0.45
10,46.37,40.62,5.75
11,32.32,5.98,26.34
12,29.0,1.22,27.78
