month,h_all_precip_mm,h_rain_mm,h_snow_cm
1,117.61,8.71,108.9
2,80.22,2.49,77.74
3,95.13,10.54,84.59
4,75.4,21.95,53.45
5,64.94,56.1,8.84
6,87.18,86.64,0.54
7,104.38,104.38,0.0
8,97.08,96.85,0.23
9,84.2,83.59,0.61
10,82.55,60.31,22.24
11,123.63,41.43,82.2
12,121.75,13.27,108.48
