month,h_all_precip_mm,h_rain_mm,h_snow_cm
1,31.08,0.38,30.69
2,25.83,2.1,23.72
3,32.19,10.14,22.04
4,44.02,29.96,14.06
5,73.78,72.85,0.93
6,118.65,118.65,0.0
7,102.32,102.32,0.0
8,90.25,90.25,0.0
9,99.86,99.26,0.6
10,64.84,56.71,8.13
11,45.15,13.14,32.01
12,34.25,1.25,33.0
