month,h_all_precip_mm,h_rain_mm,h_snow_cm
1,153.01,100.55,52.46
2,119.5,85.01,34.49
3,146.47,121.01,25.47
4,133.67,125.2,8.47
5,113.24,113.17,0.07
6,114.56,114.56,0.0
7,120.33,120.33,0.0
8,87.67,87.67,0.0
9,96.16,96.16,0.0
10,121.26,121.26,0.0
11,173.53,167.49,6.04
12,162.51,128.36,34.14
