,month,day,T_high_avg,T_low_avg,T_max,T_max_year,period_T_high,T_min,T_min_year,period_T_low
0,5,1,,,6.5,1988.0,1988-1988,0.5,1988.0,1988-1988
1,5,2,,,4.0,1988.0,1988-1988,0.5,1988.0,1988-1988
2,5,3,,,3.0,1988.0,1988-1988,0.5,1988.0,1988-1988
3,5,4,,,4.5,1988.0,1988-1988,0.5,1988.0,1988-1988
4,5,5,,,21.0,1988.0,1988-1988,0.0,1988.0,1988-1988
5,5,6,,,19.5,1988.0,1988-1988,5.0,1988.0,1988-1988
6,5,7,,,10.0,1988.0,1988-1988,5.5,1988.0,1988-1988
7,5,8,,,11.0,1988.0,1988-1988,5.5,1988.0,1988-1988
8,5,9,,,18.0,1988.0,1988-1988,0.5,1988.0,1988-1988
9,5,10,,,19.0,1988.0,1988-1988,0.0,1988.0,1988-1988
10,5,11,,,14.5,1988.0,1988-1988,3.0,1988.0,1988-1988
11,5,12,,,14.5,1988.0,1988-1988,9.5,1988.0,1988-1988
12,5,13,,,21.0,1988.0,1988-1988,3.5,1988.0,1988-1988
13,5,14,,,19.0,1988.0,1988-1988,7.0,1988.0,1988-1988
14,5,15,,,17.0,1988.0,1988-1988,0.0,1988.0,1988-1988
15,5,16,,,21.5,1988.0,1988-1988,6.0,1988.0,1988-1988
16,5,17,,,20.0,1988.0,1988-1988,12.0,1988.0,1988-1988
17,5,18,,,14.0,1988.0,1988-1988,6.0,1988.0,1988-1988
18,5,19,,,10.5,1988.0,1988-1988,5.0,1988.0,1988-1988
19,5,20,,,23.0,1988.0,1988-1988,7.0,1988.0,1988-1988
20,5,21,,,22.0,1988.0,1988-1988,6.5,1988.0,1988-1988
21,5,22,,,22.0,1988.0,1988-1988,5.0,1988.0,1988-1988
22,5,23,,,22.0,1988.0,1988-1988,8.0,1988.0,1988-1988
23,5,24,,,22.0,1988.0,1988-1988,8.5,1988.0,1988-1988
24,5,25,,,13.0,1988.0,1988-1988,6.0,1988.0,1988-1988
25,5,26,,,11.5,1988.0,1988-1988,6.0,1988.0,1988-1988
26,5,27,,,20.5,1988.0,1988-1988,6.5,1988.0,1988-1988
27,5,28,,,24.0,1988.0,1988-1988,6.0,1988.0,1988-1988
28,5,29,,,21.5,1988.0,1988-1988,7.0,1988.0,1988-1988
29,5,30,,,17.0,1988.0,1988-1988,0.5,1988.0,1988-1988
30,5,31,,,14.5,1988.0,1988-1988,5.5,1988.0,1988-1988
31,6,1,,,9.0,1988.0,1988-1988,5.0,1988.0,1988-1988
32,6,2,,,10.0,1988.0,1988-1988,4.0,1988.0,1988-1988
33,6,3,,,11.0,1988.0,1988-1988,6.0,1988.0,1988-1988
34,6,4,,,17.0,1988.0,1988-1988,5.0,1988.0,1988-1988
35,6,5,,,18.5,1988.0,1988-1988,5.0,1988.0,1988-1988
