,month,day,T_high_avg,T_low_avg,T_max,T_max_year,period_T_high,T_min,T_min_year,period_T_low
0,1,1,-9.9,-19.3,7.2,1952,1932-1989,-34.4,1954,1932-1989
1,1,2,-10.1,-19.5,4.4,1942,1932-1989,-35.0,1934,1932-1989
2,1,3,-10.2,-19.6,6.7,1950,1932-1989,-38.9,1934,1932-1989
3,1,4,-10.3,-19.7,10.6,1950,1932-1989,-37.8,1934,1932-1989
4,1,5,-10.4,-19.8,3.3,1933,1932-1989,-33.3,1935,1932-1989
5,1,6,-10.5,-19.9,10.0,1946,1932-1989,-33.3,1947,1932-1989
6,1,7,-10.6,-20.0,7.8,1935,1932-1989,-37.8,1945,1932-1989
7,1,8,-10.6,-20.1,5.6,1956,1932-1989,-35.6,1942,1932-1989
8,1,9,-10.7,-20.2,8.9,1978,1932-1989,-34.4,1973,1932-1989
9,1,10,-10.8,-20.2,8.3,1939,1932-1989,-35.6,1960,1932-1989
10,1,11,-10.8,-20.3,7.2,1975,1932-1989,-38.9,1954,1932-1989
11,1,12,-10.8,-20.3,6.7,1932,1932-1989,-37.0,1984,1932-1989
12,1,13,-10.9,-20.4,9.4,1932,1932-1989,-35.0,1979,1932-1989
13,1,14,-10.9,-20.4,8.9,1932,1932-1989,-36.1,1957,1932-1989
14,1,15,-10.9,-20.4,5.6,1932,1932-1989,-39.4,1957,1932-1989
15,1,16,-10.9,-20.4,7.8,1953,1932-1989,-33.3,1965,1932-1989
16,1,17,-11.0,-20.5,5.0,1988,1932-1989,-37.2,1979,1932-1989
17,1,18,-10.9,-20.5,5.6,1972,1932-1989,-37.2,1974,1932-1989
18,1,19,-10.9,-20.4,11.1,1949,1932-1989,-34.4,1967,1932-1989
19,1,20,-10.9,-20.4,4.4,1966,1932-1989,-37.8,1961,1932-1989
20,1,21,-10.9,-20.4,6.7,1957,1932-1989,-37.8,1934,1932-1989
21,1,22,-10.9,-20.4,8.9,1957,1932-1989,-36.0,1984,1932-1989
22,1,23,-10.8,-20.3,7.2,1969,1932-1989,-38.3,1954,1932-1989
23,1,24,-10.8,-20.3,5.6,1969,1932-1989,-37.2,1961,1932-1989
24,1,25,-10.7,-20.2,13.3,1950,1932-1989,-36.1,1952,1932-1989
25,1,26,-10.7,-20.1,13.3,1950,1932-1989,-34.4,1949,1932-1989
26,1,27,-10.6,-20.0,10.5,1986,1932-1989,-35.6,1941,1932-1989
27,1,28,-10.5,-19.9,5.0,1947,1932-1989,-37.2,1935,1932-1989
28,1,29,-10.4,-19.9,4.4,1950,1932-1989,-36.1,1952,1932-1989
29,1,30,-10.3,-19.7,7.8,1938,1932-1989,-37.2,1952,1932-1989
30,1,31,-10.2,-19.6,8.9,1974,1932-1989,-40.0,1951,1932-1989
31,2,1,-10.1,-19.5,5.0,1981,1932-1989,-41.7,1955,1932-1989
32,2,2,-10.0,-19.4,5.6,1970,1932-1989,-40.6,1955,1932-1989
33,2,3,-9.9,-19.3,5.0,1983,1932-1989,-35.0,1971,1932-1989
34,2,4,-9.7,-19.1,2.2,1947,1932-1989,-35.6,1948,1932-1989
35,2,5,-9.6,-19.0,3.9,1947,1932-1989,-32.8,1948,1932-1989
36,2,6,-9.5,-18.8,3.9,1943,1932-1989,-40.0,1934,1932-1989
37,2,7,-9.3,-18.7,6.7,1951,1932-1989,-37.2,1934,1932-1989
38,2,8,-9.2,-18.6,5.0,1965,1932-1989,-34.4,1934,1932-1989
39,2,9,-9.0,-18.4,6.7,1937,1932-1989,-36.1,1944,1932-1989
40,2,10,-8.9,-18.3,7.2,1966,1932-1989,-38.3,1951,1932-1989
41,2,11,-8.7,-18.1,10.5,1981,1932-1989,-37.8,1962,1932-1989
42,2,12,-8.6,-17.9,11.1,1932,1932-1989,-37.2,1973,1932-1989
43,2,13,-8.4,-17.8,3.3,1932,1932-1989,-36.1,1967,1932-1989
44,2,14,-8.2,-17.6,10.0,1984,1932-1989,-33.3,1934,1932-1989
45,2,15,-8.0,-17.4,9.4,1946,1932-1989,-34.4,1943,1932-1989
46,2,16,-7.8,-17.3,7.0,1981,1932-1989,-37.8,1943,1932-1989
47,2,17,-7.7,-17.1,7.0,1981,1932-1989,-36.1,1934,1932-1989
48,2,18,-7.5,-16.9,6.0,1984,1932-1989,-38.3,1967,1932-1989
49,2,19,-7.3,-16.7,6.7,1951,1932-1989,-37.2,1967,1932-1989
50,2,20,-7.0,-16.5,8.0,1981,1932-1989,-33.9,1966,1932-1989
51,2,21,-6.8,-16.3,13.9,1953,1932-1989,-32.2,1968,1932-1989
52,2,22,-6.6,-16.1,12.2,1954,1932-1989,-31.1,1935,1932-1989
53,2,23,-6.4,-15.9,9.0,1981,1932-1989,-35.6,1972,1932-1989
54,2,24,-6.2,-15.7,7.0,1981,1932-1989,-32.2,1959,1932-1989
55,2,25,-5.9,-15.5,5.5,1981,1932-1989,-31.1,1932,1932-1989
56,2,26,-5.7,-15.3,6.7,1976,1932-1989,-37.2,1934,1932-1989
57,2,27,-5.4,-15.1,5.6,1966,1932-1989,-34.4,1973,1932-1989
58,2,28,-5.2,-14.9,4.4,1933,1932-1989,-30.6,1934,1932-1989
59,2,29,-5.2,-14.9,1.7,1944,1932-1988,-26.1,1948,1932-1988
60,3,1,-4.9,-14.7,8.3,1954,1932-1989,-30.0,1982,1932-1989
61,3,2,-4.7,-14.5,6.7,1964,1932-1989,-31.7,1936,1932-1989
62,3,3,-4.4,-14.2,9.4,1974,1932-1989,-32.2,1950,1932-1989
63,3,4,-4.2,-14.0,8.3,1965,1932-1989,-35.0,1938,1932-1989
64,3,5,-3.9,-13.8,8.9,1964,1932-1989,-31.1,1938,1932-1989
65,3,6,-3.7,-13.5,8.9,1965,1932-1989,-30.0,1963,1932-1989
66,3,7,-3.4,-13.3,9.4,1946,1932-1989,-32.0,1989,1932-1989
67,3,8,-3.1,-13.0,10.6,1973,1932-1989,-33.5,1989,1932-1989
68,3,9,-2.9,-12.8,8.3,1977,1932-1989,-31.1,1939,1932-1989
69,3,10,-2.6,-12.5,9.4,1977,1932-1989,-29.4,1939,1932-1989
70,3,11,-2.4,-12.3,10.0,1955,1932-1989,-28.9,1939,1932-1989
71,3,12,-2.1,-12.0,9.4,1944,1932-1989,-28.3,1939,1932-1989
72,3,13,-1.8,-11.7,10.0,1936,1932-1989,-30.0,1984,1932-1989
73,3,14,-1.6,-11.5,10.0,1945,1932-1989,-26.1,1933,1932-1989
74,3,15,-1.3,-11.2,10.0,1945,1932-1989,-30.0,1935,1932-1989
75,3,16,-1.1,-10.9,9.4,1936,1932-1989,-26.1,1956,1932-1989
76,3,17,-0.8,-10.6,8.9,1936,1932-1989,-25.6,1967,1932-1989
77,3,18,-0.5,-10.3,11.1,1936,1932-1989,-26.1,1967,1932-1989
78,3,19,-0.3,-10.0,12.8,1936,1932-1989,-27.2,1934,1932-1989
79,3,20,0.0,-9.7,14.4,1976,1932-1989,-22.8,1944,1932-1989
80,3,21,0.3,-9.4,16.7,1946,1932-1989,-25.0,1986,1932-1989
81,3,22,0.6,-9.1,12.0,1987,1932-1989,-22.2,1934,1932-1989
82,3,23,0.8,-8.8,15.5,1987,1932-1989,-23.9,1976,1932-1989
83,3,24,1.1,-8.5,17.0,1987,1932-1989,-28.3,1932,1932-1989
84,3,25,1.4,-8.2,18.0,1987,1932-1989,-21.1,1932,1932-1989
85,3,26,1.6,-7.9,15.0,1986,1932-1989,-21.7,1960,1932-1989
86,3,27,1.9,-7.6,17.8,1976,1932-1989,-21.1,1951,1932-1989
87,3,28,2.2,-7.2,13.3,1945,1932-1989,-22.8,1974,1932-1989
88,3,29,2.5,-6.9,12.8,1945,1932-1989,-25.6,1974,1932-1989
89,3,30,2.7,-6.6,22.2,1962,1932-1989,-20.0,1954,1932-1989
90,3,31,3.0,-6.2,15.0,1987,1932-1989,-18.3,1934,1932-1989
91,4,1,3.3,-5.9,21.0,1986,1932-1989,-18.3,1975,1932-1989
92,4,2,3.6,-5.5,13.9,1948,1932-1989,-18.9,1964,1932-1989
93,4,3,3.8,-5.2,13.5,1988,1932-1989,-19.0,1978,1932-1989
94,4,4,4.1,-4.8,12.8,1958,1932-1989,-18.3,1954,1932-1989
95,4,5,4.4,-4.5,15.0,1949,1932-1989,-18.3,1932,1932-1989
96,4,6,4.7,-4.2,14.4,1962,1932-1989,-18.0,1982,1932-1989
97,4,7,5.0,-3.9,13.3,1954,1932-1989,-17.2,1943,1932-1989
98,4,8,5.3,-3.6,15.6,1968,1932-1989,-15.0,1943,1932-1989
99,4,9,5.6,-3.3,15.0,1967,1932-1989,-17.8,1974,1932-1989
100,4,10,5.9,-3.0,24.4,1945,1932-1989,-14.4,1977,1932-1989
101,4,11,6.2,-2.7,22.2,1945,1932-1989,-18.9,1977,1932-1989
102,4,12,6.4,-2.4,27.8,1945,1932-1989,-13.9,1976,1932-1989
103,4,13,6.7,-2.1,25.0,1945,1932-1989,-12.0,1985,1932-1989
104,4,14,7.0,-1.8,15.6,1964,1932-1989,-14.0,1985,1932-1989
105,4,15,7.3,-1.5,18.9,1958,1932-1989,-15.0,1981,1932-1989
106,4,16,7.7,-1.3,20.0,1958,1932-1989,-11.1,1947,1932-1989
107,4,17,8.0,-1.0,22.0,1987,1932-1989,-14.5,1985,1932-1989
108,4,18,8.3,-0.8,24.0,1987,1932-1989,-11.5,1985,1932-1989
109,4,19,8.6,-0.5,21.0,1987,1932-1989,-9.4,1974,1932-1989
110,4,20,8.9,-0.3,27.5,1987,1932-1989,-10.0,1947,1932-1989
111,4,21,9.2,0.0,28.0,1987,1932-1989,-14.4,1947,1932-1989
112,4,22,9.5,0.2,23.3,1954,1932-1989,-11.7,1947,1932-1989
113,4,23,9.8,0.5,24.4,1942,1932-1989,-10.0,1933,1932-1989
114,4,24,10.1,0.7,27.2,1942,1932-1989,-8.9,1962,1932-1989
115,4,25,10.5,0.9,25.0,1982,1932-1989,-7.2,1936,1932-1989
116,4,26,10.8,1.1,22.8,1979,1932-1989,-10.0,1966,1932-1989
117,4,27,11.1,1.3,23.9,1937,1932-1989,-10.6,1966,1932-1989
118,4,28,11.4,1.6,27.0,1986,1932-1989,-14.4,1947,1932-1989
119,4,29,11.8,1.8,25.0,1984,1932-1989,-17.8,1947,1932-1989
120,4,30,12.1,1.9,22.2,1964,1932-1989,-7.2,1978,1932-1989
121,5,1,12.4,2.1,29.4,1949,1932-1989,-3.5,1987,1932-1989
122,5,2,12.8,2.3,27.8,1934,1932-1989,-10.0,1974,1932-1989
123,5,3,13.1,2.5,27.2,1934,1932-1989,-5.6,1946,1932-1989
124,5,4,13.4,2.7,30.0,1944,1932-1989,-5.5,1987,1932-1989
125,5,5,13.7,2.9,25.6,1960,1932-1989,-6.7,1974,1932-1989
126,5,6,14.0,3.1,27.2,1964,1932-1989,-7.8,1974,1932-1989
127,5,7,14.3,3.2,30.0,1964,1932-1989,-10.0,1966,1932-1989
128,5,8,14.6,3.4,25.0,1982,1932-1989,-8.9,1950,1932-1989
129,5,9,14.8,3.6,28.0,1988,1932-1989,-4.4,1934,1932-1989
130,5,10,15.1,3.8,27.8,1971,1932-1989,-3.9,1963,1932-1989
131,5,11,15.4,4.0,27.8,1971,1932-1989,-4.4,1951,1932-1989
132,5,12,15.6,4.2,28.9,1961,1932-1989,-3.3,1966,1932-1989
133,5,13,15.9,4.4,28.3,1961,1932-1989,-4.4,1950,1932-1989
134,5,14,16.1,4.6,27.0,1986,1932-1989,-6.7,1947,1932-1989
135,5,15,16.4,4.8,26.7,1968,1932-1989,-5.6,1947,1932-1989
136,5,16,16.6,4.9,33.3,1932,1932-1989,-4.4,1936,1932-1989
137,5,17,16.8,5.1,27.8,1954,1932-1989,-5.0,1983,1932-1989
138,5,18,17.0,5.3,30.5,1989,1932-1989,-4.4,1944,1932-1989
139,5,19,17.2,5.5,29.0,1989,1932-1989,-2.2,1932,1932-1989
140,5,20,17.5,5.7,32.2,1951,1932-1989,-3.3,1949,1932-1989
141,5,21,17.7,5.9,30.6,1951,1932-1989,-2.8,1949,1932-1989
142,5,22,17.8,6.1,32.2,1977,1932-1989,-3.9,1936,1932-1989
143,5,23,18.0,6.3,32.2,1977,1932-1989,-4.0,1982,1932-1989
144,5,24,18.2,6.4,31.7,1966,1932-1989,-5.0,1956,1932-1989
145,5,25,18.4,6.6,31.7,1944,1932-1989,-1.1,1969,1932-1989
146,5,26,18.5,6.8,32.2,1950,1932-1989,-3.3,1969,1932-1989
147,5,27,18.7,7.0,34.4,1978,1932-1989,-2.8,1969,1932-1989
148,5,28,18.8,7.2,31.7,1960,1932-1989,-1.1,1961,1932-1989
149,5,29,19.0,7.4,32.2,1960,1932-1989,-0.6,1932,1932-1989
150,5,30,19.1,7.6,30.0,1937,1932-1989,0.6,1953,1932-1989
151,5,31,19.3,7.7,30.0,1940,1932-1989,0.6,1946,1932-1989
152,6,1,19.4,7.9,26.7,1940,1932-1989,-1.1,1971,1932-1989
153,6,2,19.5,8.1,32.2,1963,1932-1989,0.0,1945,1932-1989
154,6,3,19.6,8.3,32.8,1967,1932-1989,0.0,1986,1932-1989
155,6,4,19.8,8.5,33.9,1967,1932-1989,0.0,1944,1932-1989
156,6,5,19.9,8.6,31.1,1967,1932-1989,0.6,1953,1932-1989
157,6,6,20.0,8.8,30.0,1955,1932-1989,0.0,1971,1932-1989
158,6,7,20.1,9.0,27.8,1941,1932-1989,0.6,1943,1932-1989
159,6,8,20.3,9.2,32.8,1974,1932-1989,0.6,1934,1932-1989
160,6,9,20.4,9.3,32.8,1933,1932-1989,0.0,1980,1932-1989
161,6,10,20.5,9.5,31.0,1982,1932-1989,0.0,1980,1932-1989
162,6,11,20.6,9.7,32.8,1942,1932-1989,1.7,1961,1932-1989
163,6,12,20.8,9.8,32.2,1947,1932-1989,2.2,1950,1932-1989
164,6,13,20.9,10.0,33.3,1949,1932-1989,2.8,1967,1932-1989
165,6,14,21.0,10.1,32.2,1956,1932-1989,2.8,1970,1932-1989
166,6,15,21.1,10.3,34.0,1988,1932-1989,0.6,1946,1932-1989
167,6,16,21.3,10.5,32.2,1949,1932-1989,1.1,1937,1932-1989
168,6,17,21.4,10.6,32.2,1949,1932-1989,0.0,1964,1932-1989
169,6,18,21.5,10.8,33.3,1949,1932-1989,2.2,1939,1932-1989
170,6,19,21.6,10.9,32.2,1953,1932-1989,0.0,1956,1932-1989
171,6,20,21.8,11.1,32.8,1954,1932-1989,2.2,1948,1932-1989
172,6,21,21.9,11.2,32.8,1941,1932-1989,4.5,1986,1932-1989
173,6,22,22.0,11.4,34.0,1983,1932-1989,2.8,1950,1932-1989
174,6,23,22.1,11.5,35.0,1989,1932-1989,1.7,1936,1932-1989
175,6,24,22.3,11.6,33.3,1963,1932-1989,3.9,1932,1932-1989
176,6,25,22.4,11.8,32.2,1947,1932-1989,4.4,1932,1932-1989
177,6,26,22.5,11.9,32.2,1963,1932-1989,3.3,1970,1932-1989
178,6,27,22.6,12.0,33.3,1969,1932-1989,5.0,1936,1932-1989
179,6,28,22.8,12.2,33.9,1944,1932-1989,2.8,1938,1932-1989
180,6,29,22.9,12.3,33.3,1963,1932-1989,4.0,1980,1932-1989
181,6,30,23.0,12.4,32.8,1942,1932-1989,5.0,1988,1932-1989
182,7,1,23.1,12.6,33.9,1949,1932-1989,5.6,1959,1932-1989
183,7,2,23.3,12.7,33.0,1984,1932-1989,2.2,1933,1932-1989
184,7,3,23.4,12.8,33.3,1949,1932-1989,4.4,1962,1932-1989
185,7,4,23.5,12.9,35.0,1983,1932-1989,5.0,1972,1932-1989
186,7,5,23.6,13.0,32.0,1985,1932-1989,3.3,1972,1932-1989
187,7,6,23.7,13.1,34.0,1989,1932-1989,5.0,1954,1932-1989
