,month,day,T_high_avg,T_low_avg,T_max,T_max_year,period_T_high,T_min,T_min_year,period_T_low
0,1,1,,,10.0,1973.0,1963-1981,-27.8,1964.0,1963-1981
1,1,2,,,13.0,1979.0,1963-1981,-24.4,1964.0,1963-1981
2,1,3,,,13.0,1979.0,1963-1981,-23.3,1968.0,1963-1981
3,1,4,,,6.7,1977.0,1963-1981,-21.1,1968.0,1963-1981
4,1,5,,,4.4,1971.0,1963-1981,-34.0,1981.0,1963-1981
5,1,6,,,1.7,1963.0,1963-1981,-21.7,1976.0,1963-1981
6,1,7,,,9.0,1979.0,1963-1981,-30.0,1972.0,1963-1981
7,1,8,,,12.5,1979.0,1963-1981,-25.0,1972.0,1963-1981
8,1,9,,,10.5,1978.0,1963-1981,-25.6,1973.0,1963-1981
9,1,10,,,8.0,1981.0,1963-1981,-25.0,1968.0,1963-1981
10,1,11,,,8.5,1980.0,1963-1981,-27.2,1968.0,1963-1981
11,1,12,,,10.5,1980.0,1963-1981,-28.3,1968.0,1963-1981
12,1,13,,,10.6,1972.0,1963-1981,-24.4,1971.0,1963-1981
13,1,14,,,12.0,1978.0,1963-1981,-28.9,1971.0,1963-1981
14,1,15,,,9.5,1978.0,1963-1981,-25.6,1971.0,1963-1981
15,1,16,,,7.2,1976.0,1963-1981,-27.2,1965.0,1963-1981
16,1,17,,,8.3,1976.0,1963-1981,-25.6,1974.0,1963-1981
17,1,18,,,8.0,1978.0,1963-1981,-27.2,1964.0,1963-1981
18,1,19,,,11.7,1973.0,1963-1981,-30.0,1971.0,1963-1981
19,1,20,,,7.2,1963.0,1963-1981,-27.8,1971.0,1963-1981
20,1,21,,,6.7,1974.0,1963-1981,-27.2,1974.0,1963-1981
21,1,22,,,8.3,1974.0,1963-1981,-29.5,1981.0,1963-1981
22,1,23,,,8.9,1963.0,1963-1981,-25.0,1970.0,1963-1981
23,1,24,,,9.4,1963.0,1963-1981,-21.7,1970.0,1963-1981
24,1,25,,,8.9,1964.0,1963-1981,-21.7,1970.0,1963-1981
25,1,26,,,13.0,1978.0,1963-1981,-20.6,1963.0,1963-1981
26,1,27,,,10.6,1976.0,1963-1981,-22.2,1972.0,1963-1981
27,1,28,,,12.2,1976.0,1963-1981,-23.3,1972.0,1963-1981
28,1,29,,,6.7,1977.0,1963-1981,-28.3,1971.0,1963-1981
29,1,30,,,6.7,1971.0,1963-1981,-25.6,1971.0,1963-1981
30,1,31,,,6.1,1974.0,1963-1981,-22.8,1975.0,1963-1981
31,2,1,,,12.2,1976.0,1963-1981,-27.2,1975.0,1963-1981
32,2,2,,,13.9,1976.0,1963-1981,-30.6,1971.0,1963-1981
33,2,3,,,11.7,1973.0,1963-1981,-28.3,1971.0,1963-1981
34,2,4,,,11.1,1970.0,1963-1981,-32.8,1971.0,1963-1981
35,2,5,,,2.2,1967.0,1963-1981,-31.1,1971.0,1963-1981
36,2,6,,,2.2,1971.0,1963-1981,-27.8,1965.0,1963-1981
37,2,7,,,2.8,1964.0,1963-1980,-25.6,1976.0,1963-1981
38,2,8,,,11.1,1971.0,1963-1981,-26.1,1976.0,1963-1981
39,2,9,,,10.6,1971.0,1963-1980,-22.8,1976.0,1963-1981
40,2,10,,,5.0,1969.0,1963-1980,-23.3,1967.0,1963-1981
41,2,11,,,12.0,1981.0,1963-1981,-28.3,1964.0,1963-1981
42,2,12,,,12.0,1981.0,1963-1981,-25.0,1975.0,1963-1981
43,2,13,,,10.6,1971.0,1963-1981,-27.8,1967.0,1963-1981
44,2,14,,,11.1,1971.0,1963-1981,-29.4,1967.0,1963-1981
45,2,15,,,7.2,1972.0,1963-1981,-27.8,1974.0,1963-1981
46,2,16,,,7.8,1972.0,1963-1981,-24.4,1974.0,1963-1981
47,2,17,,,2.5,1978.0,1963-1980,-27.2,1968.0,1963-1981
48,2,18,,,7.0,1981.0,1963-1981,-26.1,1967.0,1963-1981
49,2,19,,,11.0,1981.0,1963-1981,-30.6,1967.0,1963-1981
50,2,20,,,9.4,1974.0,1963-1981,-32.8,1967.0,1963-1981
51,2,21,,,8.9,1977.0,1963-1980,-30.0,1966.0,1963-1981
52,2,22,,,12.0,1981.0,1963-1981,-35.0,1966.0,1963-1981
53,2,23,,,15.0,1981.0,1963-1981,-32.2,1966.0,1963-1981
54,2,24,,,4.5,1981.0,1963-1981,-29.4,1972.0,1963-1981
55,2,25,,,5.6,1965.0,1963-1981,-27.2,1970.0,1963-1981
56,2,26,,,7.2,1965.0,1963-1981,-28.3,1972.0,1963-1981
57,2,27,,,9.0,1979.0,1963-1981,-25.0,1968.0,1963-1981
58,2,28,,,10.0,1971.0,1963-1981,-30.0,1973.0,1963-1981
59,2,29,,,5.0,1976.0,1964-1980,-23.9,1964.0,1964-1980
60,3,1,,,7.2,1968.0,1963-1980,-28.3,1973.0,1963-1980
61,3,2,,,8.3,1972.0,1963-1980,-22.2,1970.0,1963-1980
62,3,3,,,8.3,1964.0,1963-1980,-25.0,1980.0,1963-1980
63,3,4,,,9.5,1979.0,1963-1980,-23.0,1980.0,1963-1980
64,3,5,,,13.0,1979.0,1963-1980,-23.9,1967.0,1963-1980
65,3,6,,,15.0,1979.0,1963-1980,-23.9,1963.0,1963-1980
66,3,7,,,11.0,1979.0,1963-1980,-18.9,1975.0,1963-1980
67,3,8,,,11.5,1979.0,1963-1980,-18.9,1968.0,1963-1980
68,3,9,,,6.7,1977.0,1963-1980,-23.9,1968.0,1963-1980
69,3,10,,,13.9,1977.0,1963-1980,-21.1,1975.0,1963-1980
70,3,11,,,9.4,1977.0,1963-1980,-21.7,1972.0,1963-1980
71,3,12,,,8.3,1977.0,1963-1980,-24.4,1964.0,1963-1980
72,3,13,,,10.6,1968.0,1963-1980,-27.8,1967.0,1963-1980
73,3,14,,,9.0,1979.0,1963-1980,-20.6,1967.0,1963-1980
74,3,15,,,8.3,1971.0,1963-1980,-22.2,1972.0,1963-1980
75,3,16,,,12.2,1971.0,1963-1980,-19.4,1974.0,1963-1980
76,3,17,,,10.6,1972.0,1963-1980,-21.1,1963.0,1963-1980
77,3,18,,,10.6,1973.0,1963-1980,-21.0,1978.0,1963-1980
78,3,19,,,11.7,1975.0,1963-1980,-29.4,1967.0,1963-1980
79,3,20,,,12.8,1968.0,1963-1980,-25.0,1967.0,1963-1980
