,month,day,T_high_avg,T_low_avg,T_max,T_max_year,period_T_high,T_min,T_min_year,period_T_low
0,1,1,,,7.0,1985,1975-1985,-45.0,1982,1975-1985
1,1,2,,,9.0,1985,1975-1985,-43.0,1982,1975-1985
2,1,3,,,-1.0,1985,1975-1985,-43.0,1982,1975-1985
3,1,4,,,1.5,1985,1975-1985,-40.0,1975,1975-1985
4,1,5,,,-1.0,1985,1975-1985,-42.8,1976,1975-1985
5,1,6,,,-1.5,1985,1975-1985,-44.4,1980,1975-1985
6,1,7,,,-3.5,1985,1975-1985,-45.6,1980,1975-1985
7,1,8,,,-6.5,1985,1975-1985,-44.4,1980,1975-1985
8,1,9,,,-4.0,1985,1975-1985,-42.8,1975,1975-1985
9,1,10,,,-5.5,1985,1975-1985,-45.6,1975,1975-1985
10,1,11,,,-6.5,1985,1975-1985,-43.3,1975,1975-1985
11,1,12,,,-4.0,1985,1975-1985,-45.0,1977,1975-1985
12,1,13,,,-9.5,1985,1975-1985,-40.0,1980,1975-1985
13,1,14,,,-12.0,1985,1975-1985,-43.9,1977,1975-1985
14,1,15,,,-12.0,1985,1975-1985,-40.6,1975,1975-1985
15,1,16,,,-15.6,1978,1975-1985,-38.9,1977,1975-1985
16,1,17,,,0.3,1979,1975-1985,-43.0,1982,1975-1985
17,1,18,,,1.7,1979,1975-1985,-46.0,1982,1975-1985
18,1,19,,,5.6,1980,1975-1985,-44.0,1982,1975-1985
19,1,20,,,7.2,1980,1975-1985,-40.6,1984,1975-1985
20,1,21,,,-1.0,1985,1975-1985,-40.0,1982,1975-1985
21,1,22,,,11.7,1980,1975-1985,-43.0,1982,1975-1985
22,1,23,,,4.4,1977,1975-1985,-42.0,1982,1975-1985
23,1,24,,,5.6,1977,1975-1985,-41.0,1982,1975-1985
24,1,25,,,-6.7,1975,1975-1985,-45.6,1984,1975-1985
25,1,26,,,-8.0,1985,1975-1985,-45.6,1984,1975-1985
26,1,27,,,-9.5,1985,1975-1985,-44.0,1982,1975-1985
27,1,28,,,-13.3,1980,1975-1985,-43.0,1982,1975-1985
28,1,29,,,4.4,1976,1975-1985,-46.0,1982,1975-1985
29,1,30,,,10.0,1976,1975-1985,-45.0,1982,1975-1985
30,1,31,,,7.2,1976,1975-1985,-41.0,1982,1975-1985
31,2,1,,,-7.8,1976,1975-1985,-41.0,1982,1975-1985
32,2,2,,,-3.3,1976,1975-1985,-41.0,1982,1975-1985
33,2,3,,,4.4,1980,1975-1985,-41.7,1975,1975-1985
34,2,4,,,3.3,1980,1975-1985,-43.9,1979,1975-1985
35,2,5,,,8.3,1976,1975-1985,-44.4,1979,1975-1985
