,month,day,T_high_avg,T_low_avg,T_max,T_max_year,period_T_high,T_min,T_min_year,period_T_low
0,1,1,,,1.5,1994,1985-1999,-29.0,1998,1985-1999
1,1,2,,,6.5,1998,1985-1999,-30.0,1999,1985-1999
2,1,3,,,8.0,1998,1985-1999,-28.0,1994,1985-1999
3,1,4,,,8.5,1993,1985-1999,-28.0,1996,1985-1999
4,1,5,,,5.5,1997,1985-1999,-27.0,1999,1985-1999
5,1,6,,,1.0,1987,1985-1999,-31.0,1996,1985-1999
6,1,7,,,4.5,1989,1985-1999,-32.0,1996,1985-1999
7,1,8,,,7.0,1989,1985-1999,-26.5,1991,1985-1999
8,1,9,,,3.5,1990,1985-1999,-23.0,1985,1985-1999
9,1,10,,,2.0,1998,1985-1999,-26.0,1994,1985-1999
10,1,11,,,3.0,1986,1985-1999,-28.5,1995,1985-1999
11,1,12,,,5.0,1986,1985-1999,-23.0,1999,1985-1999
12,1,13,,,5.5,1995,1985-1999,-23.0,1999,1985-1999
13,1,14,,,11.0,1995,1985-1999,-31.5,1988,1985-1999
14,1,15,,,14.0,1995,1985-1999,-31.5,1994,1985-1999
15,1,16,,,4.0,1988,1985-1999,-34.0,1994,1985-1999
16,1,17,,,8.0,1990,1985-1999,-31.0,1992,1985-1999
17,1,18,,,11.5,1996,1985-1999,-33.0,1997,1985-1999
18,1,19,,,11.5,1996,1985-1999,-32.0,1994,1985-1999
19,1,20,,,4.0,1988,1985-1999,-24.5,1994,1985-1999
20,1,21,,,2.0,1988,1985-1999,-28.0,1989,1985-1999
21,1,22,,,6.0,1997,1985-1999,-28.5,1991,1985-1999
22,1,23,,,10.0,1999,1985-1999,-24.0,1994,1985-1999
23,1,24,,,5.0,1990,1985-1999,-28.5,1987,1985-1999
24,1,25,,,6.0,1990,1985-1999,-33.5,1991,1985-1999
25,1,26,,,5.0,1996,1985-1999,-31.0,1994,1985-1999
26,1,27,,,16.0,1986,1985-1999,-35.0,1994,1985-1999
27,1,28,,,6.0,1989,1985-1999,-25.0,1986,1985-1999
28,1,29,,,5.5,1989,1985-1999,-21.5,1988,1985-1999
29,1,30,,,6.5,1988,1985-1999,-27.5,1997,1985-1999
30,1,31,,,10.5,1988,1985-1999,-34.0,1994,1985-1999
31,2,1,,,6.0,1988,1985-1999,-30.0,1996,1985-1999
32,2,2,,,7.0,1991,1985-1999,-26.0,1993,1985-1999
33,2,3,,,11.0,1991,1985-1999,-29.0,1996,1985-1999
34,2,4,,,10.0,1991,1985-1999,-30.0,1996,1985-1999
35,2,5,,,9.5,1991,1985-1999,-25.0,1990,1985-1999
36,2,6,,,4.5,1990,1985-1999,-29.5,1995,1985-1999
37,2,7,,,5.0,1990,1985-1999,-34.0,1993,1985-1999
38,2,8,,,6.5,1990,1985-1999,-26.0,1994,1985-1999
39,2,9,,,9.0,1990,1985-1999,-27.0,1997,1985-1999
40,2,10,,,4.5,1990,1985-1999,-32.0,1992,1985-1999
41,2,11,,,5.5,1998,1985-1999,-26.0,1994,1985-1999
42,2,12,,,10.5,1999,1985-1999,-28.5,1992,1985-1999
43,2,13,,,7.0,1990,1985-1999,-25.0,1997,1985-1999
44,2,14,,,7.0,1989,1985-1999,-30.0,1987,1985-1999
45,2,15,,,3.5,1988,1985-1999,-27.0,1987,1985-1999
46,2,16,,,2.0,1995,1985-1999,-23.5,1987,1985-1999
47,2,17,,,4.0,1994,1985-1999,-28.0,1997,1985-1999
48,2,18,,,8.0,1997,1985-1999,-29.5,1993,1985-1999
49,2,19,,,11.5,1994,1985-1999,-30.0,1993,1985-1999
50,2,20,,,12.0,1994,1985-1999,-26.0,1993,1985-1999
51,2,21,,,8.0,1990,1985-1999,-25.0,1993,1985-1999
52,2,22,,,6.5,1985,1985-1999,-21.5,1999,1985-1999
53,2,23,,,6.0,1996,1985-1999,-21.5,1999,1985-1999
54,2,24,,,5.5,1996,1985-1999,-25.0,1989,1985-1999
55,2,25,,,10.5,1998,1985-1999,-28.0,1993,1985-1999
56,2,26,,,5.5,1997,1985-1999,-30.0,1990,1985-1999
57,2,27,,,5.5,1999,1985-1999,-22.0,1995,1985-1999
58,2,28,,,6.5,1998,1985-1999,-24.5,1993,1985-1999
59,2,29,,,1.5,1988,1988-1996,-23.0,1992,1988-1996
60,3,1,,,7.5,1985,1985-1998,-22.0,1992,1985-1998
61,3,2,,,11.5,1991,1985-1998,-22.0,1992,1985-1998
62,3,3,,,5.5,1993,1985-1998,-24.5,1995,1985-1998
63,3,4,,,7.0,1994,1985-1998,-21.0,1988,1985-1998
64,3,5,,,6.5,1992,1985-1998,-21.5,1990,1985-1998
65,3,6,,,9.0,1987,1985-1998,-22.5,1990,1985-1998
66,3,7,,,15.0,1987,1985-1998,-29.0,1989,1985-1998
67,3,8,,,13.0,1987,1985-1998,-27.0,1989,1985-1998
68,3,9,,,8.0,1990,1985-1998,-23.0,1997,1985-1998
69,3,10,,,8.0,1992,1985-1998,-20.5,1987,1985-1998
70,3,11,,,10.5,1985,1985-1998,-23.0,1987,1985-1998
71,3,12,,,10.5,1995,1985-1998,-24.0,1993,1985-1998
72,3,13,,,18.5,1995,1985-1998,-24.0,1989,1985-1998
73,3,14,,,21.0,1995,1985-1998,-19.0,1992,1985-1998
74,3,15,,,20.0,1995,1985-1998,-23.5,1993,1985-1998
75,3,16,,,20.5,1990,1985-1998,-22.0,1992,1985-1998
76,3,17,,,11.0,1991,1985-1998,-16.0,1998,1985-1998
77,3,18,,,10.0,1996,1985-1998,-24.5,1993,1985-1998
78,3,19,,,13.0,1986,1985-1998,-20.0,1993,1985-1998
79,3,20,,,14.0,1995,1985-1998,-19.0,1986,1985-1998
80,3,21,,,10.0,1987,1985-1998,-22.0,1988,1985-1998
81,3,22,,,13.0,1987,1985-1998,-22.0,1992,1985-1998
82,3,23,,,16.5,1987,1985-1998,-19.5,1997,1985-1998
83,3,24,,,18.5,1987,1985-1998,-16.0,1992,1985-1998
84,3,25,,,18.0,1987,1985-1998,-15.0,1992,1985-1998
85,3,26,,,20.0,1986,1985-1998,-8.0,1985,1985-1998
86,3,27,,,19.0,1998,1985-1998,-16.0,1990,1985-1998
87,3,28,,,22.0,1998,1985-1998,-12.0,1996,1985-1998
88,3,29,,,19.5,1986,1985-1998,-13.0,1990,1985-1998
89,3,30,,,25.0,1998,1985-1998,-8.5,1991,1985-1998
90,3,31,,,20.5,1998,1985-1998,-11.0,1991,1985-1998
91,4,1,,,24.5,1986,1984-1998,-9.5,1987,1984-1998
92,4,2,,,15.5,1988,1984-1998,-8.5,1994,1984-1998
93,4,3,,,14.5,1988,1984-1998,-6.5,1984,1984-1998
94,4,4,,,17.0,1991,1984-1998,-7.0,1996,1984-1998
95,4,5,,,15.0,1997,1984-1998,-15.0,1995,1984-1998
96,4,6,,,19.5,1997,1984-1998,-14.0,1995,1984-1998
97,4,7,,,29.0,1991,1984-1998,-11.5,1995,1984-1998
98,4,8,,,21.5,1991,1984-1998,-7.5,1995,1984-1998
99,4,9,,,17.5,1987,1984-1998,-12.0,1997,1984-1998
100,4,10,,,19.5,1987,1984-1998,-9.5,1985,1984-1998
101,4,11,,,20.5,1987,1984-1998,-7.0,1997,1984-1998
102,4,12,,,18.0,1987,1984-1998,-9.5,1985,1984-1998
103,4,13,,,19.0,1998,1984-1998,-10.0,1992,1984-1998
104,4,14,,,20.5,1998,1984-1998,-6.0,1989,1984-1998
105,4,15,,,23.0,1994,1984-1998,-7.0,1997,1984-1998
106,4,16,,,22.5,1985,1984-1998,-4.5,1992,1984-1998
107,4,17,,,21.5,1987,1984-1998,-8.0,1985,1984-1998
108,4,18,,,24.0,1987,1984-1998,-5.0,1989,1984-1998
109,4,19,,,28.5,1987,1984-1998,-6.0,1989,1984-1998
110,4,20,,,28.5,1987,1984-1998,-4.0,1988,1984-1998
111,4,21,,,29.5,1987,1984-1998,-6.0,1989,1984-1998
112,4,22,,,24.0,1985,1984-1998,-8.0,1986,1984-1998
113,4,23,,,21.5,1998,1984-1998,-5.5,1986,1984-1998
114,4,24,,,26.0,1994,1984-1998,-4.5,1995,1984-1998
115,4,25,,,28.5,1990,1984-1998,-4.5,1995,1984-1998
116,4,26,,,29.5,1990,1984-1998,-2.0,1998,1984-1998
117,4,27,,,32.0,1990,1984-1998,-4.5,1993,1984-1998
118,4,28,,,29.0,1990,1984-1998,-3.0,1994,1984-1998
119,4,29,,,28.5,1990,1984-1998,-2.5,1996,1984-1998
120,4,30,,,27.0,1985,1984-1998,1.0,1987,1984-1998
121,5,1,,,24.5,1998,1985-1998,0.5,1992,1985-1998
122,5,2,,,20.5,1985,1985-1998,-2.0,1986,1985-1998
123,5,3,,,24.5,1993,1985-1998,-3.5,1986,1985-1998
124,5,4,,,21.5,1988,1985-1998,-5.5,1986,1985-1998
125,5,5,,,24.0,1988,1985-1998,-1.5,1987,1985-1998
126,5,6,,,26.5,1988,1985-1998,0.0,1990,1985-1998
127,5,7,,,25.5,1998,1985-1998,-2.0,1995,1985-1998
128,5,8,,,24.5,1993,1985-1998,-2.0,1985,1985-1998
129,5,9,,,29.5,1993,1985-1998,-1.0,1985,1985-1998
130,5,10,,,32.0,1993,1985-1998,0.5,1986,1985-1998
131,5,11,,,27.0,1991,1985-1998,1.0,1994,1985-1998
132,5,12,,,28.0,1991,1985-1998,-0.5,1990,1985-1998
133,5,13,,,30.0,1991,1985-1998,-1.5,1987,1985-1998
134,5,14,,,28.0,1998,1985-1998,-1.5,1993,1985-1998
135,5,15,,,30.0,1998,1985-1998,0.5,1992,1985-1998
136,5,16,,,31.0,1991,1985-1998,-1.0,1987,1985-1998
137,5,17,,,29.5,1998,1985-1998,1.0,1993,1985-1998
138,5,18,,,31.0,1989,1985-1998,-1.0,1993,1985-1998
139,5,19,,,31.0,1989,1985-1998,-1.0,1992,1985-1998
140,5,20,,,30.0,1998,1985-1998,3.5,1991,1985-1998
141,5,21,,,30.0,1992,1985-1998,3.5,1993,1985-1998
142,5,22,,,31.5,1994,1985-1998,0.5,1990,1985-1998
143,5,23,,,30.5,1992,1985-1998,0.0,1993,1985-1998
144,5,24,,,30.5,1991,1985-1998,1.0,1992,1985-1998
145,5,25,,,29.0,1998,1985-1998,0.0,1992,1985-1998
146,5,26,,,28.5,1986,1985-1998,2.0,1994,1985-1998
147,5,27,,,30.0,1986,1985-1998,-0.5,1994,1985-1998
148,5,28,,,29.5,1987,1985-1998,3.0,1992,1985-1998
149,5,29,,,33.5,1986,1985-1998,-0.5,1996,1985-1998
150,5,30,,,32.5,1987,1985-1998,2.5,1996,1985-1998
151,5,31,,,30.0,1995,1985-1998,5.0,1990,1985-1998
152,6,1,,,28.0,1987,1985-1998,5.5,1998,1985-1998
153,6,2,,,29.5,1990,1985-1998,2.0,1986,1985-1998
154,6,3,,,27.0,1989,1985-1998,-0.5,1986,1985-1998
155,6,4,,,26.0,1986,1985-1998,4.5,1988,1985-1998
156,6,5,,,28.0,1995,1985-1998,2.0,1990,1985-1998
157,6,6,,,27.5,1995,1985-1998,3.0,1986,1985-1998
158,6,7,,,29.5,1995,1985-1998,6.0,1985,1985-1998
159,6,8,,,28.0,1997,1985-1998,4.0,1988,1985-1998
160,6,9,,,30.5,1997,1985-1998,0.5,1988,1985-1998
161,6,10,,,34.0,1997,1985-1998,4.0,1988,1985-1998
162,6,11,,,33.0,1997,1985-1998,6.0,1992,1985-1998
163,6,12,,,32.0,1988,1985-1998,5.5,1989,1985-1998
164,6,13,,,33.5,1988,1985-1998,5.0,1995,1985-1997
165,6,14,,,35.0,1988,1985-1998,6.0,1989,1985-1998
166,6,15,,,34.0,1988,1985-1998,4.5,1985,1985-1998
167,6,16,,,33.5,1994,1985-1998,3.0,1992,1985-1998
168,6,17,,,34.0,1994,1985-1998,5.0,1992,1985-1998
169,6,18,,,35.0,1994,1985-1998,6.5,1986,1985-1998
170,6,19,,,34.5,1995,1985-1998,7.5,1986,1985-1998
171,6,20,,,34.5,1988,1985-1998,8.0,1992,1985-1998
172,6,21,,,31.5,1998,1985-1998,6.0,1986,1985-1998
173,6,22,,,30.5,1998,1985-1998,7.0,1992,1985-1998
174,6,23,,,29.5,1995,1985-1998,3.5,1992,1985-1998
175,6,24,,,33.0,1987,1985-1998,2.5,1988,1985-1998
176,6,25,,,32.5,1995,1985-1998,4.5,1986,1985-1998
177,6,26,,,31.5,1991,1985-1998,6.5,1996,1985-1998
