,month,day,T_high_avg,T_low_avg,T_max,T_max_year,period_T_high,T_min,T_min_year,period_T_low
0,1,1,,,3.9,2015,2015-2015,-0.6,2015,2015-2015
1,1,2,,,-0.6,2015,2015-2015,-19.8,2015,2015-2015
2,1,3,,,-19.2,2015,2015-2015,-28.1,2015,2015-2015
3,1,4,,,-18.7,2015,2015-2015,-32.2,2015,2015-2015
4,1,6,,,-14.6,2015,2015-2015,-18.9,2015,2015-2015
5,1,7,,,-1.4,2015,2015-2015,-19.0,2015,2015-2015
6,1,9,,,-6.2,2015,2015-2015,-27.1,2015,2015-2015
7,1,10,,,-6.3,2015,2015-2015,-13.6,2015,2015-2015
8,1,11,,,-13.6,2015,2015-2015,-23.1,2015,2015-2015
9,1,12,,,-11.6,2015,2015-2015,-23.2,2015,2015-2015
10,1,14,,,4.2,2015,2015-2015,-9.9,2015,2015-2015
11,1,15,,,-1.2,2015,2015-2015,-10.6,2015,2015-2015
12,1,16,,,6.0,2015,2015-2015,-7.2,2015,2015-2015
13,1,17,,,0.2,2015,2015-2015,-12.2,2015,2015-2015
14,1,18,,,0.9,2015,2015-2015,-13.9,2015,2015-2015
15,1,19,,,3.7,2015,2015-2015,-6.6,2015,2015-2015
16,1,20,,,-1.1,2015,2015-2015,-12.8,2015,2015-2015
17,1,21,,,1.3,2015,2015-2015,-14.5,2015,2015-2015
18,1,22,,,6.9,2015,2015-2015,-3.7,2015,2015-2015
19,1,23,,,8.9,2015,2015-2015,-6.5,2015,2015-2015
20,1,24,,,6.6,2015,2015-2015,-0.2,2015,2015-2015
21,1,25,,,8.9,2015,2015-2015,-1.4,2015,2015-2015
22,1,26,,,2.4,2015,2015-2015,-3.1,2015,2015-2015
23,1,27,,,2.2,2015,2015-2015,-7.1,2015,2015-2015
24,1,28,,,1.9,2015,2015-2015,-7.2,2015,2015-2015
25,1,29,,,-1.8,2015,2015-2015,-10.3,2015,2015-2015
26,2,3,,,-13.4,2015,2015-2015,-30.4,2015,2015-2015
27,2,4,,,-4.9,2015,2015-2015,-28.5,2015,2015-2015
28,2,5,,,-9.3,2015,2015-2015,-18.4,2015,2015-2015
29,2,6,,,-14.6,2015,2015-2015,-17.1,2015,2015-2015
30,2,7,,,-11.1,2015,2015-2015,-19.6,2015,2015-2015
31,2,8,,,-13.3,2015,2015-2015,-20.6,2015,2015-2015
32,2,9,,,-15.4,2015,2015-2015,-21.4,2015,2015-2015
33,2,10,,,-9.9,2015,2015-2015,-17.7,2015,2015-2015
34,2,12,,,3.2,2015,2015-2015,-11.5,2015,2015-2015
35,2,14,,,4.8,2015,2015-2015,-5.4,2015,2015-2015
36,2,16,,,0.1,2015,2015-2015,-7.4,2015,2015-2015
