,month,day,T_high_avg,T_low_avg,T_max,T_max_year,period_T_high,T_min,T_min_year,period_T_low
0,1,1,,,-20.0,1996.0,1996-1997,,,-
1,1,2,,,-17.0,1995.0,1994-1997,-35.0,1996.0,1994-1997
2,1,3,,,-16.5,1995.0,1995-1997,-37.0,1994.0,1994-1997
3,1,4,,,-12.5,1996.0,1994-1996,-34.0,1994.0,1994-1997
4,1,5,,,-12.5,1996.0,1994-1997,-32.5,1995.0,1994-1997
5,1,6,,,-13.0,1997.0,1994-1997,-32.5,1995.0,1994-1997
6,1,7,,,-0.5,1997.0,1994-1997,-20.0,1997.0,1994-1997
7,1,8,,,1.0,1997.0,1995-1997,-30.0,1996.0,1994-1997
8,1,9,,,-1.0,1997.0,1994-1997,-31.0,1995.0,1994-1997
9,1,10,,,0.5,1997.0,1995-1997,-33.0,1995.0,1994-1997
10,1,11,,,-11.5,1994.0,1994-1996,-34.0,1995.0,1994-1997
11,1,12,,,0.0,1997.0,1994-1997,-34.0,1995.0,1994-1997
12,1,13,,,-5.5,1997.0,1994-1997,-34.5,1995.0,1994-1997
13,1,14,,,-11.0,1997.0,1994-1997,-33.5,1995.0,1994-1997
14,1,15,,,-13.5,1995.0,1995-1997,-31.0,1996.0,1994-1997
15,1,16,,,-0.5,1997.0,1995-1997,-35.0,1996.0,1994-1997
16,1,17,,,0.5,1997.0,1994-1997,-32.0,1994.0,1994-1997
17,1,18,,,-1.0,1996.0,1994-1996,-29.0,1994.0,1994-1997
18,1,19,,,8.0,1996.0,1994-1997,-31.0,1994.0,1994-1997
19,1,20,,,-5.0,1995.0,1994-1997,-33.0,1994.0,1994-1997
20,1,21,,,-24.5,1997.0,1994-1997,-34.0,1994.0,1994-1997
21,1,22,,,-8.0,1996.0,1994-1997,-30.5,1997.0,1994-1997
22,1,23,,,-5.5,1996.0,1995-1997,-32.5,1995.0,1994-1997
23,1,24,,,-1.5,1996.0,1994-1997,-39.5,1994.0,1994-1997
24,1,25,,,-5.5,1997.0,1994-1997,-36.5,1994.0,1994-1997
25,1,26,,,-21.0,1995.0,1994-1996,-37.0,1994.0,1994-1997
26,1,27,,,-5.0,1995.0,1994-1997,-35.0,1994.0,1994-1997
27,1,28,,,-1.0,1996.0,1994-1997,-33.0,1997.0,1994-1997
28,1,29,,,-5.0,1995.0,1995-1997,-33.0,1996.0,1994-1997
29,1,30,,,-17.0,1995.0,1995-1997,-37.0,1996.0,1994-1997
30,1,31,,,-18.0,1995.0,1994-1997,-36.0,1994.0,1994-1997
31,2,1,,,-5.0,1998.0,1994-1998,-34.0,1994.0,1994-1998
32,2,2,,,0.0,1998.0,1994-1998,-34.0,1995.0,1994-1998
33,2,3,,,-2.0,1998.0,1994-1998,-34.5,1995.0,1994-1998
34,2,4,,,-19.0,1997.0,1994-1998,-31.5,1997.0,1994-1998
35,2,5,,,-4.5,1995.0,1995-1998,-30.5,1996.0,1994-1998
36,2,6,,,-7.5,1995.0,1994-1998,-28.0,1996.0,1994-1998
37,2,7,,,-12.0,1996.0,1994-1998,-38.0,1994.0,1994-1998
38,2,8,,,-5.5,1996.0,1994-1996,-37.0,1994.0,1994-1998
39,2,9,,,-8.0,1997.0,1994-1998,-34.0,1995.0,1994-1998
40,2,10,,,-12.0,1998.0,1994-1998,-37.0,1995.0,1994-1998
41,2,11,,,-8.5,1998.0,1994-1998,-34.0,1997.0,1994-1998
42,2,12,,,-9.0,1998.0,1995-1998,-27.0,1997.0,1994-1998
43,2,13,,,-12.0,1996.0,1994-1998,-32.0,1995.0,1994-1998
44,2,14,,,-9.0,1997.0,1994-1997,-31.0,1995.0,1994-1998
45,2,15,,,-13.0,1995.0,1994-1998,-27.0,1995.0,1994-1998
46,2,16,,,-8.0,1998.0,1994-1998,-29.0,1998.0,1994-1998
47,2,17,,,-6.0,1998.0,1994-1998,-33.5,1997.0,1994-1998
48,2,18,,,-3.5,1998.0,1994-1998,-23.5,1997.0,1994-1998
49,2,19,,,-0.5,1998.0,1995-1998,-33.5,1997.0,1994-1998
50,2,20,,,0.5,1996.0,1994-1998,-31.5,1997.0,1994-1998
51,2,21,,,2.0,1996.0,1994-1997,-34.0,1995.0,1994-1998
52,2,22,,,2.0,1996.0,1994-1996,-28.0,1995.0,1994-1998
53,2,23,,,2.0,1996.0,1994-1998,-31.5,1994.0,1994-1998
54,2,24,,,-2.0,1998.0,1994-1998,-36.0,1994.0,1994-1998
55,2,25,,,1.5,1996.0,1994-1998,-29.0,1994.0,1994-1998
56,2,26,,,5.0,1996.0,1995-1998,-32.0,1997.0,1994-1998
57,2,27,,,0.5,1998.0,1994-1998,-31.5,1995.0,1994-1998
58,2,28,,,-7.5,1997.0,1994-1997,-32.5,1995.0,1994-1998
59,2,29,,,-15.5,1996.0,1996-1996,-22.0,1996.0,1996-1996
60,3,1,,,-12.0,1996.0,1994-1996,-34.5,1995.0,1994-1998
61,3,2,,,-9.0,1998.0,1994-1998,-32.0,1994.0,1994-1998
62,3,3,,,-4.5,1994.0,1994-1998,-35.0,1997.0,1994-1998
63,3,4,,,-6.5,1994.0,1994-1998,-31.0,1997.0,1994-1998
64,3,5,,,-8.5,1995.0,1995-1998,-26.0,1997.0,1994-1998
65,3,6,,,-7.5,1998.0,1995-1998,-33.0,1995.0,1994-1998
66,3,7,,,-2.5,1994.0,1994-1997,-27.0,1996.0,1994-1998
67,3,8,,,2.0,1998.0,1994-1998,-28.0,1996.0,1994-1998
68,3,9,,,1.5,1998.0,1994-1998,-30.0,1996.0,1994-1998
69,3,10,,,5.5,1998.0,1994-1998,-32.0,1997.0,1994-1998
70,3,11,,,-2.0,1996.0,1994-1998,-25.0,1994.0,1994-1998
71,3,12,,,-1.5,1996.0,1995-1998,-34.0,1994.0,1994-1998
72,3,13,,,1.5,1996.0,1994-1998,-26.5,1998.0,1994-1998
73,3,14,,,6.5,1995.0,1994-1997,-30.0,1994.0,1994-1998
74,3,15,,,-0.5,1994.0,1994-1998,-16.0,1996.0,1994-1998
75,3,16,,,3.5,1994.0,1994-1998,-26.5,1998.0,1994-1998
76,3,17,,,4.5,1994.0,1994-1998,-23.5,1998.0,1994-1998
77,3,18,,,6.5,1994.0,1994-1998,-21.5,1997.0,1994-1998
78,3,19,,,0.0,1996.0,1995-1998,-28.5,1998.0,1994-1998
79,3,20,,,0.5,1995.0,1995-1998,-32.0,1998.0,1994-1998
80,3,21,,,-0.5,1994.0,1994-1997,-23.0,1997.0,1994-1998
81,3,22,,,5.0,1994.0,1994-1998,-28.0,1998.0,1994-1998
