,month,day,T_high_avg,T_low_avg,T_max,T_max_year,period_T_high,T_min,T_min_year,period_T_low
0,1,1,,,1.7,1932,1919-1934,-36.7,1920,1919-1934
1,1,2,,,6.7,1932,1919-1934,-37.8,1920,1919-1934
2,1,3,,,8.9,1932,1919-1934,-40.0,1923,1919-1934
3,1,4,,,5.6,1932,1919-1934,-40.6,1919,1919-1934
4,1,5,,,1.7,1926,1919-1934,-42.8,1924,1919-1934
5,1,6,,,-1.7,1920,1919-1934,-41.1,1923,1919-1934
6,1,7,,,-1.1,1920,1919-1934,-32.2,1931,1919-1934
7,1,8,,,0.0,1931,1919-1934,-37.8,1930,1919-1934
8,1,9,,,-1.1,1920,1919-1934,-38.3,1930,1919-1934
9,1,10,,,0.0,1934,1919-1934,-37.8,1930,1919-1934
10,1,11,,,-0.6,1934,1919-1934,-37.2,1932,1919-1934
11,1,12,,,3.9,1932,1919-1934,-37.2,1926,1919-1934
12,1,13,,,5.6,1932,1919-1934,-37.2,1927,1919-1934
13,1,14,,,4.4,1932,1919-1934,-36.7,1924,1919-1934
14,1,15,,,-1.1,1934,1919-1934,-38.3,1920,1919-1934
15,1,16,,,0.6,1934,1919-1934,-41.1,1920,1919-1934
16,1,17,,,3.3,1934,1919-1934,-40.0,1923,1919-1934
17,1,18,,,-0.6,1926,1919-1934,-40.0,1927,1919-1934
18,1,19,,,1.1,1934,1919-1934,-38.9,1926,1919-1934
19,1,20,,,4.4,1921,1919-1934,-36.7,1926,1919-1934
20,1,21,,,1.7,1934,1919-1934,-39.4,1924,1919-1934
21,1,22,,,3.3,1934,1919-1934,-34.4,1920,1919-1934
22,1,23,,,-2.2,1923,1919-1934,-41.7,1920,1919-1934
23,1,24,,,-2.8,1923,1919-1934,-44.4,1920,1919-1934
24,1,25,,,1.7,1934,1919-1934,-39.4,1920,1919-1934
25,1,26,,,3.9,1932,1919-1934,-40.0,1927,1919-1934
26,1,27,,,-1.1,1934,1919-1934,-38.9,1925,1919-1934
27,1,28,,,-0.6,1922,1919-1934,-37.2,1926,1919-1934
28,1,29,,,3.3,1924,1919-1934,-32.8,1920,1919-1934
29,1,30,,,4.4,1927,1919-1934,-34.4,1923,1919-1934
30,1,31,,,-2.2,1919,1919-1934,-41.7,1920,1919-1934
31,2,1,,,1.7,1922,1919-1933,-39.4,1925,1919-1934
32,2,2,,,0.0,1922,1919-1933,-40.0,1925,1919-1934
33,2,3,,,0.0,1931,1919-1933,-38.9,1923,1919-1934
34,2,4,,,4.4,1925,1919-1933,-40.0,1930,1919-1934
35,2,5,,,3.3,1925,1919-1933,-38.9,1923,1919-1934
36,2,6,,,6.7,1925,1919-1933,-41.7,1933,1919-1934
37,2,7,,,1.7,1925,1919-1933,-33.9,1934,1919-1934
38,2,8,,,1.1,1921,1919-1933,-41.7,1933,1919-1934
39,2,9,,,1.1,1921,1919-1933,-40.0,1934,1919-1934
40,2,10,,,-0.6,1921,1919-1933,-36.1,1923,1919-1934
41,2,11,,,0.6,1921,1919-1933,-38.9,1929,1919-1934
42,2,12,,,1.7,1921,1919-1933,-38.9,1922,1919-1934
43,2,13,,,-1.7,1921,1919-1933,-32.8,1930,1919-1934
44,2,14,,,-3.3,1919,1919-1933,-36.7,1931,1919-1934
45,2,15,,,-2.8,1931,1919-1933,-35.0,1932,1919-1934
46,2,16,,,-1.7,1932,1919-1933,-40.0,1929,1919-1934
47,2,17,,,0.6,1932,1919-1933,-37.8,1922,1919-1934
48,2,18,,,4.4,1931,1919-1933,-36.1,1929,1919-1934
49,2,19,,,7.2,1930,1919-1933,-43.9,1934,1919-1934
50,2,20,,,6.7,1931,1919-1933,-38.3,1925,1919-1934
51,2,21,,,12.2,1930,1919-1933,-34.4,1926,1919-1934
52,2,22,,,7.2,1930,1919-1933,-37.2,1934,1919-1934
53,2,23,,,4.4,1927,1919-1933,-35.0,1924,1919-1934
54,2,24,,,4.4,1931,1919-1933,-34.4,1932,1919-1934
55,2,25,,,6.7,1924,1919-1933,-32.2,1921,1919-1934
56,2,26,,,4.4,1924,1919-1933,-39.4,1921,1919-1934
57,2,27,,,5.0,1933,1919-1933,-38.9,1920,1919-1934
58,2,28,,,4.4,1927,1919-1933,-32.8,1920,1919-1934
59,2,29,,,-4.4,1932,1920-1932,-33.3,1920,1920-1932
60,3,1,,,3.3,1932,1919-1933,-35.6,1920,1919-1934
61,3,2,,,2.2,1921,1919-1933,-33.9,1925,1919-1934
62,3,3,,,7.2,1922,1919-1933,-34.4,1920,1919-1934
63,3,4,,,9.4,1922,1919-1933,-32.8,1920,1919-1934
64,3,5,,,3.9,1927,1919-1933,-36.1,1919,1919-1934
65,3,6,,,4.4,1927,1919-1933,-33.3,1919,1919-1934
66,3,7,,,5.6,1927,1919-1933,-35.6,1920,1919-1934
67,3,8,,,5.6,1930,1919-1933,-37.8,1923,1919-1934
68,3,9,,,5.0,1922,1919-1933,-29.4,1920,1919-1934
69,3,10,,,7.2,1922,1919-1933,-34.4,1926,1919-1934
70,3,11,,,3.9,1922,1919-1933,-31.7,1923,1919-1934
71,3,12,,,7.2,1922,1919-1933,-37.2,1923,1919-1934
72,3,13,,,9.4,1922,1919-1933,-36.7,1919,1919-1934
73,3,14,,,7.8,1922,1919-1933,-37.2,1923,1919-1934
74,3,15,,,5.6,1927,1919-1933,-28.3,1932,1919-1934
75,3,16,,,8.3,1927,1919-1933,-25.6,1923,1919-1934
76,3,17,,,6.7,1925,1919-1933,-35.6,1933,1919-1934
77,3,18,,,5.0,1920,1919-1933,-37.2,1934,1919-1934
78,3,19,,,12.8,1919,1919-1933,-38.9,1923,1919-1934
79,3,20,,,10.6,1919,1919-1933,-36.7,1923,1919-1934
80,3,21,,,11.1,1926,1919-1933,-37.2,1934,1919-1934
81,3,22,,,12.8,1920,1919-1933,-37.2,1932,1919-1934
82,3,23,,,15.0,1920,1919-1933,-28.9,1923,1919-1934
83,3,24,,,12.8,1920,1919-1933,-34.4,1932,1919-1934
84,3,25,,,12.8,1925,1919-1933,-34.4,1927,1919-1934
85,3,26,,,15.6,1925,1919-1933,-32.2,1923,1919-1934
86,3,27,,,5.0,1925,1919-1933,-34.4,1934,1919-1934
87,3,28,,,14.4,1920,1919-1933,-31.7,1934,1919-1934
88,3,29,,,12.8,1929,1919-1933,-32.2,1923,1919-1934
89,3,30,,,16.7,1929,1919-1933,-26.1,1924,1919-1934
90,3,31,,,9.4,1925,1919-1933,-32.8,1923,1919-1934
91,4,1,,,13.3,1925,1919-1933,-28.9,1929,1919-1933
92,4,2,,,19.4,1925,1919-1933,-32.2,1932,1919-1933
93,4,3,,,12.2,1925,1919-1933,-25.0,1923,1919-1933
94,4,4,,,12.8,1930,1919-1933,-21.1,1923,1919-1933
95,4,5,,,12.8,1930,1919-1933,-26.1,1931,1919-1933
96,4,6,,,10.6,1925,1919-1933,-23.3,1927,1919-1933
97,4,7,,,15.0,1931,1919-1933,-24.4,1923,1919-1933
98,4,8,,,13.3,1922,1919-1933,-18.9,1923,1919-1933
99,4,9,,,12.8,1930,1919-1933,-26.1,1923,1919-1933
100,4,10,,,13.9,1930,1919-1933,-27.8,1926,1919-1933
101,4,11,,,16.7,1930,1919-1933,-20.6,1932,1919-1933
102,4,12,,,16.7,1930,1919-1933,-17.2,1924,1919-1933
103,4,13,,,12.8,1931,1919-1933,-27.2,1923,1919-1933
104,4,14,,,13.9,1931,1919-1933,-26.1,1923,1919-1933
105,4,15,,,16.7,1931,1919-1933,-16.7,1930,1919-1933
106,4,16,,,21.1,1931,1919-1933,-15.0,1923,1919-1933
107,4,17,,,20.0,1931,1919-1933,-30.6,1932,1919-1933
108,4,18,,,26.7,1920,1919-1933,-23.3,1926,1919-1933
109,4,19,,,27.8,1920,1919-1933,-13.9,1925,1919-1933
110,4,20,,,23.9,1923,1919-1933,-14.4,1922,1919-1933
111,4,21,,,25.6,1923,1919-1933,-15.6,1930,1919-1933
112,4,22,,,17.2,1919,1919-1933,-13.9,1930,1919-1933
113,4,23,,,16.1,1922,1919-1933,-11.1,1930,1919-1933
114,4,24,,,27.8,1920,1919-1933,-16.7,1919,1919-1933
115,4,25,,,27.2,1921,1919-1933,-14.4,1919,1919-1933
116,4,26,,,26.7,1921,1919-1933,-15.6,1919,1919-1933
117,4,27,,,21.7,1921,1919-1933,-12.8,1926,1919-1933
118,4,28,,,23.3,1924,1919-1933,-7.2,1919,1919-1933
119,4,29,,,18.9,1930,1919-1933,-10.6,1919,1919-1933
120,4,30,,,18.3,1930,1919-1933,-6.7,1931,1919-1933
121,5,1,,,20.6,1922,1919-1934,-11.1,1927,1919-1934
122,5,2,,,21.7,1923,1919-1934,-9.4,1926,1919-1934
123,5,3,,,21.1,1923,1919-1934,-15.0,1926,1919-1934
124,5,4,,,27.2,1930,1919-1934,-12.8,1926,1919-1934
125,5,5,,,20.6,1930,1919-1934,-6.7,1919,1919-1934
126,5,6,,,24.4,1923,1919-1934,-8.9,1931,1919-1934
127,5,7,,,21.7,1926,1919-1934,-9.4,1931,1919-1934
