,month,day,T_high_avg,T_low_avg,T_max,T_max_year,period_T_high,T_min,T_min_year,period_T_low
0,1,1,-9.5,-20.5,1.1,1979,1974-2015,-36.0,1999,1974-2015
1,1,2,-9.6,-20.7,5.0,2012,1974-2015,-38.5,2014,1974-2015
2,1,3,-9.7,-20.9,2.0,1992,1974-2015,-39.5,2014,1974-2015
3,1,4,-9.8,-21.0,3.0,2010,1974-2015,-37.2,1981,1974-2015
4,1,5,-9.9,-21.2,5.0,2007,1974-2015,-35.0,1981,1974-2014
5,1,6,-10.1,-21.3,4.0,2007,1974-2015,-35.0,1996,1974-2015
6,1,7,-10.1,-21.4,5.0,2008,1974-2015,-31.5,1994,1974-2015
7,1,8,-10.2,-21.6,6.0,2008,1974-2015,-38.0,1991,1974-2015
8,1,9,-10.3,-21.7,8.9,1978,1974-2015,-35.0,1974,1974-2015
9,1,10,-10.4,-21.8,2.0,1983,1974-2015,-36.7,1977,1974-2015
10,1,11,-10.4,-21.9,6.1,1980,1974-2015,-39.0,1995,1974-2015
11,1,12,-10.5,-21.9,3.3,1975,1974-2015,-39.0,1984,1974-2015
12,1,13,-10.5,-22.0,9.3,2005,1974-2015,-37.2,1981,1974-2015
13,1,14,-10.6,-22.1,6.0,2013,1974-2014,-35.5,2004,1974-2015
14,1,15,-10.6,-22.1,7.0,1995,1974-2015,-36.0,2004,1974-2015
15,1,16,-10.6,-22.2,3.0,1997,1974-2015,-37.2,1976,1974-2015
16,1,17,-10.6,-22.2,4.0,1988,1974-2015,-42.8,1974,1974-2015
17,1,18,-10.6,-22.2,8.0,1996,1974-2015,-40.0,1974,1974-2015
18,1,19,-10.6,-22.3,12.0,1996,1974-2014,-35.0,2005,1974-2015
19,1,20,-10.6,-22.3,3.5,1995,1974-2015,-36.0,1994,1974-2014
20,1,21,-10.6,-22.3,1.0,1988,1974-2014,-36.1,1975,1974-2015
21,1,22,-10.6,-22.3,0.6,1974,1974-2015,-37.0,1984,1974-2014
22,1,23,-10.5,-22.2,1.5,2012,1974-2015,-35.0,1994,1974-2015
23,1,24,-10.5,-22.2,4.0,1999,1974-2015,-34.0,1997,1974-2015
24,1,25,-10.4,-22.2,3.9,1979,1974-2014,-35.5,1991,1974-2015
25,1,26,-10.4,-22.1,5.5,1986,1974-2015,-40.0,1994,1974-2015
26,1,27,-10.3,-22.1,10.0,1986,1974-2015,-36.0,1992,1974-2015
27,1,28,-10.2,-22.0,6.0,1990,1974-2015,-33.0,1992,1974-2015
28,1,29,-10.1,-21.9,3.0,1998,1974-2015,-32.0,1988,1974-2015
29,1,30,-10.0,-21.8,1.1,1974,1974-2015,-36.0,1994,1974-2015
30,1,31,-9.9,-21.7,8.5,2013,1974-2015,-37.5,1994,1974-2015
31,2,1,-9.8,-21.6,2.0,1988,1974-2015,-33.0,1994,1974-2015
32,2,2,-9.7,-21.5,3.9,1981,1974-2015,-36.0,2015,1974-2015
33,2,3,-9.6,-21.4,5.0,1983,1974-2015,-36.0,1990,1974-2015
34,2,4,-9.4,-21.3,3.0,1999,1974-2015,-34.0,1996,1974-2014
35,2,5,-9.3,-21.2,5.0,2005,1974-2015,-35.6,1981,1974-2015
36,2,6,-9.1,-21.0,5.5,1991,1974-2015,-38.0,1985,1974-2015
37,2,7,-9.0,-20.9,6.0,2005,1974-2015,-38.0,1993,1974-2015
38,2,8,-8.8,-20.8,6.0,1991,1974-2015,-36.0,1994,1974-2015
39,2,9,-8.7,-20.6,3.0,1996,1974-2015,-35.0,1984,1974-2015
40,2,10,-8.5,-20.5,3.0,1998,1974-2015,-35.6,1975,1974-2015
41,2,11,-8.4,-20.3,12.2,1981,1974-2015,-35.6,1975,1974-2015
