,month,day,T_high_avg,T_low_avg,T_max,T_max_year,period_T_high,T_min,T_min_year,period_T_low
0,1,1,,,3.0,2001,2001-2001,-1.0,2001,2001-2001
1,1,2,,,1.0,2001,2001-2001,-4.0,2001,2001-2001
2,1,3,,,1.0,2001,2001-2001,-6.0,2001,2001-2001
3,1,4,,,2.0,2001,2001-2001,-12.0,2001,2001-2001
4,1,5,,,2.5,2001,2001-2001,-4.5,2001,2001-2001
5,1,6,,,-1.0,2001,2001-2001,-7.5,2001,2001-2001
6,1,7,,,0.0,2001,2001-2001,-6.5,2001,2001-2001
7,1,8,,,2.5,2001,2001-2001,-1.5,2001,2001-2001
8,1,9,,,-1.5,2001,2001-2001,-6.0,2001,2001-2001
9,1,10,,,-1.5,2001,2001-2001,-3.5,2001,2001-2001
10,1,11,,,-3.0,2001,2001-2001,-6.5,2001,2001-2001
11,1,12,,,-4.5,2001,2001-2001,-10.0,2001,2001-2001
12,1,13,,,-1.5,2001,2001-2001,-10.0,2001,2001-2001
13,1,14,,,0.0,2001,2001-2001,-13.0,2001,2001-2001
14,1,15,,,-6.0,2001,2001-2001,-13.0,2001,2001-2001
15,1,16,,,-1.5,2001,2001-2001,-12.5,2001,2001-2001
16,1,17,,,-1.0,2001,2001-2001,-3.5,2001,2001-2001
17,1,18,,,-4.5,2001,2001-2001,-11.0,2001,2001-2001
18,1,19,,,-0.5,2001,2001-2001,-18.0,2001,2001-2001
19,1,20,,,0.0,2001,2001-2001,-6.5,2001,2001-2001
20,1,21,,,-8.0,2001,2001-2001,-15.0,2001,2001-2001
21,1,22,,,-6.5,2001,2001-2001,-12.0,2001,2001-2001
22,1,23,,,-1.0,2001,2001-2001,-14.5,2001,2001-2001
23,1,24,,,0.0,2001,2001-2001,-5.0,2001,2001-2001
24,1,25,,,-1.0,2001,2001-2001,-7.5,2001,2001-2001
25,1,26,,,-2.0,2001,2001-2001,-11.0,2001,2001-2001
26,1,27,,,-1.5,2001,2001-2001,-10.0,2001,2001-2001
27,1,28,,,-2.0,2001,2001-2001,-4.5,2001,2001-2001
28,1,29,,,-2.5,2001,2001-2001,-7.0,2001,2001-2001
29,1,30,,,-2.5,2001,2001-2001,-15.5,2001,2001-2001
30,1,31,,,-3.5,2001,2001-2001,-10.5,2001,2001-2001
31,2,1,,,-6.5,2001,2001-2001,-18.0,2001,2001-2001
32,2,2,,,-2.5,2001,2001-2001,-12.5,2001,2001-2001
33,2,3,,,-2.5,2001,2001-2001,-8.5,2001,2001-2001
34,2,4,,,-6.5,2001,2001-2001,-11.5,2001,2001-2001
35,2,5,,,-4.0,2001,2001-2001,-15.5,2001,2001-2001
36,2,6,,,1.5,2001,2001-2001,-13.0,2001,2001-2001
37,2,7,,,0.5,2001,2001-2001,-3.0,2001,2001-2001
38,2,8,,,2.5,2001,2001-2001,-3.5,2001,2001-2001
39,2,9,,,-1.0,2001,2001-2001,-5.0,2001,2001-2001
40,2,10,,,4.0,2001,2001-2001,-7.5,2001,2001-2001
41,2,11,,,-3.5,2001,2001-2001,-10.0,2001,2001-2001
42,2,12,,,-5.0,2001,2001-2001,-9.5,2001,2001-2001
43,2,13,,,-2.5,2001,2001-2001,-12.5,2001,2001-2001
44,2,14,,,-1.0,2001,2001-2001,-11.0,2001,2001-2001
45,2,15,,,3.5,2001,2001-2001,-5.5,2001,2001-2001
46,2,16,,,-3.0,2001,2001-2001,-11.5,2001,2001-2001
47,2,17,,,-0.5,2001,2001-2001,-13.5,2001,2001-2001
48,2,18,,,-4.5,2001,2001-2001,-10.0,2001,2001-2001
49,2,19,,,-2.5,2001,2001-2001,-15.0,2001,2001-2001
50,2,20,,,1.5,2001,2001-2001,-6.5,2001,2001-2001
51,2,21,,,2.0,2001,2001-2001,-1.0,2001,2001-2001
52,2,22,,,-3.0,2001,2001-2001,-17.5,2001,2001-2001
53,2,23,,,-1.0,2001,2001-2001,-18.5,2001,2001-2001
54,2,24,,,0.5,2001,2001-2001,-8.0,2001,2001-2001
55,2,25,,,-3.0,2001,2001-2001,-8.0,2001,2001-2001
56,2,26,,,3.5,2001,2001-2001,-6.5,2001,2001-2001
57,2,27,,,4.0,2001,2001-2001,1.0,2001,2001-2001
58,2,28,,,3.0,2001,2001-2001,-4.5,2001,2001-2001
59,3,1,,,3.0,2000,2000-2001,-13.0,2001,2000-2001
60,3,2,,,7.5,2000,2000-2001,-14.0,2001,2000-2001
61,3,3,,,5.0,2000,2000-2001,-12.5,2001,2000-2001
62,3,4,,,7.5,2000,2000-2001,-6.5,2001,2000-2001
63,3,5,,,3.5,2000,2000-2001,-1.0,2001,2000-2001
64,3,6,,,1.5,2000,2000-2001,-3.0,2001,2000-2001
65,3,7,,,3.0,2000,2000-2001,-3.0,2001,2000-2001
66,3,8,,,1.5,2000,2000-2001,-4.0,2001,2000-2001
67,3,9,,,4.5,2000,2000-2001,-3.0,2000,2000-2001
68,3,10,,,3.0,2000,2000-2001,-4.5,2001,2000-2001
69,3,11,,,1.0,2001,2000-2001,-9.5,2000,2000-2001
70,3,12,,,3.5,2000,2000-2001,-11.5,2000,2000-2001
71,3,13,,,7.0,2000,2000-2001,-5.0,2001,2000-2001
72,3,14,,,3.5,2001,2000-2001,-5.0,2001,2000-2001
73,3,15,,,3.0,2001,2000-2001,-8.0,2000,2000-2001
74,3,16,,,8.0,2000,2000-2001,-1.5,2001,2000-2001
75,3,17,,,4.5,2001,2000-2001,-3.5,2000,2000-2001
76,3,18,,,4.5,2001,2000-2001,-10.5,2000,2000-2001
77,3,19,,,3.5,2001,2000-2001,-15.0,2000,2000-2001
78,3,20,,,3.0,2000,2000-2001,-5.5,2000,2000-2001
79,3,21,,,8.0,2000,2000-2001,-2.5,2000,2000-2001
80,3,22,,,4.0,2001,2000-2001,-6.0,2000,2000-2001
81,3,23,,,2.5,2000,2000-2001,-5.5,2000,2000-2001
82,3,24,,,5.0,2000,2000-2001,-2.0,2000,2000-2001
83,3,25,,,5.0,2000,2000-2001,-1.5,2000,2000-2001
84,3,26,,,7.0,2000,2000-2001,-3.0,2000,2000-2001
85,3,27,,,6.0,2000,2000-2001,-7.0,2001,2000-2001
86,3,28,,,8.0,2000,2000-2001,-3.0,2001,2000-2001
87,3,29,,,5.5,2000,2000-2001,-5.5,2001,2000-2001
88,3,30,,,7.5,2000,2000-2001,-7.0,2001,2000-2001
89,3,31,,,12.5,2000,2000-2001,-9.0,2001,2000-2001
90,4,1,,,9.5,2000,2000-2001,-4.5,2001,2000-2001
91,4,2,,,7.5,2000,2000-2001,-0.5,2001,2000-2001
92,4,3,,,10.0,2000,2000-2001,-1.0,2001,2000-2001
93,4,4,,,5.0,2000,2000-2001,-2.0,2000,2000-2001
94,4,5,,,10.0,2000,2000-2001,-8.5,2001,2000-2001
95,4,6,,,6.5,2000,2000-2001,-4.0,2001,2000-2001
96,4,7,,,11.0,2000,2000-2001,-3.5,2001,2000-2001
97,4,8,,,10.5,2000,2000-2001,-4.5,2001,2000-2001
98,4,9,,,7.0,2000,2000-2001,-2.0,2001,2000-2001
99,4,10,,,7.5,2000,2000-2001,-2.0,2001,2000-2001
100,4,11,,,9.5,2000,2000-2001,0.0,2001,2000-2001
101,4,12,,,7.5,2000,2000-2001,-5.0,2000,2000-2001
102,4,13,,,4.0,2000,2000-2001,-1.5,2001,2000-2001
103,4,14,,,5.0,2001,2000-2001,-1.5,2000,2000-2001
104,4,15,,,6.5,2000,2000-2001,-2.0,2000,2000-2001
105,4,16,,,7.0,2001,2000-2001,0.5,2000,2000-2001
106,4,17,,,4.0,2001,2000-2001,-3.0,2000,2000-2001
107,4,18,,,7.0,2001,2000-2001,-6.0,2000,2000-2001
108,4,19,,,6.5,2000,2000-2001,-7.0,2000,2000-2001
109,4,20,,,7.0,2001,2000-2001,-4.0,2000,2000-2001
110,4,21,,,9.5,2001,2000-2001,-2.0,2001,2000-2001
111,4,22,,,8.5,2000,2000-2001,-5.0,2001,2000-2001
112,4,23,,,7.5,2000,2000-2001,1.5,2000,2000-2001
113,4,24,,,9.0,2000,2000-2001,1.0,2001,2000-2001
114,4,25,,,11.0,2001,2000-2001,2.5,2001,2000-2001
115,4,26,,,9.0,2000,2000-2001,0.0,2000,2000-2001
116,4,27,,,9.5,2001,2000-2001,-3.0,2000,2000-2001
117,4,28,,,10.0,2001,2000-2001,2.5,2000,2000-2001
118,4,29,,,8.5,2000,2000-2001,-2.0,2001,2000-2001
119,4,30,,,7.5,2000,2000-2001,-3.0,2001,2000-2001
120,5,1,,,6.0,2000,2000-2001,-4.5,2001,2000-2001
121,5,2,,,9.0,2000,2000-2001,-0.5,2000,2000-2001
122,5,3,,,14.0,2001,2000-2001,-2.0,2000,2000-2001
123,5,4,,,11.5,2001,2000-2001,-2.0,2000,2000-2001
124,5,5,,,9.0,2000,2000-2001,-1.0,2001,2000-2001
125,5,6,,,10.5,2001,2000-2001,-2.5,2001,2000-2001
126,5,7,,,15.5,2001,2000-2001,-1.0,2001,2000-2001
127,5,8,,,19.5,2001,2000-2001,0.0,2001,2000-2001
128,5,9,,,17.0,2001,2000-2001,1.0,2000,2000-2001
129,5,10,,,14.0,2001,2000-2001,0.5,2000,2000-2001
130,5,11,,,13.0,2000,2000-2001,-2.5,2000,2000-2001
131,5,12,,,13.0,2001,2000-2001,4.0,2000,2000-2001
132,5,13,,,13.0,2001,2000-2001,6.5,2000,2000-2001
133,5,14,,,15.0,2001,2000-2001,3.5,2000,2000-2001
134,5,15,,,13.5,2000,2000-2001,5.0,2000,2000-2001
135,5,16,,,17.0,2000,2000-2001,6.0,2001,2000-2001
136,5,17,,,16.0,2000,2000-2001,6.5,2001,2000-2001
137,5,18,,,12.0,2000,2000-2001,3.0,2000,2000-2001
138,5,19,,,14.0,2000,2000-2001,3.0,2001,2000-2001
139,5,20,,,12.0,2000,2000-2001,1.0,2001,2000-2001
140,5,21,,,15.5,2000,2000-2001,1.5,2000,2000-2001
141,5,22,,,15.5,2000,2000-2001,1.0,2001,2000-2001
142,5,23,,,16.5,2000,2000-2001,3.5,2001,2000-2001
143,5,24,,,8.5,2000,2000-2001,2.0,2001,2000-2001
144,5,25,,,13.0,2001,2000-2001,1.0,2001,2000-2001
145,5,26,,,11.5,2000,2000-2001,1.0,2001,2000-2001
146,5,27,,,15.5,2001,2000-2001,3.5,2001,2000-2001
147,5,28,,,13.5,2001,2000-2001,5.5,2001,2000-2001
148,5,29,,,15.0,2001,2000-2001,5.5,2000,2000-2001
149,5,30,,,16.0,2000,2000-2001,1.0,2000,2000-2001
150,5,31,,,17.0,2000,2000-2001,1.5,2000,2000-2001
151,6,1,,,11.0,2001,2000-2001,5.0,2001,2000-2001
152,6,2,,,20.0,2000,2000-2001,4.5,2001,2000-2001
153,6,3,,,19.0,2001,2000-2001,6.0,2000,2000-2001
154,6,4,,,17.0,2001,2000-2001,3.0,2000,2000-2001
155,6,5,,,15.0,2000,2000-2001,4.0,2000,2000-2001
156,6,6,,,14.5,2000,2000-2001,1.0,2000,2000-2001
157,6,7,,,15.0,2000,2000-2001,3.5,2000,2000-2001
158,6,8,,,18.0,2000,2000-2001,7.0,2000,2000-2001
159,6,9,,,13.0,2000,2000-2001,3.5,2000,2000-2001
160,6,10,,,15.5,2001,2000-2001,2.5,2001,2000-2001
161,6,11,,,16.0,2001,2000-2001,4.0,2000,2000-2001
162,6,12,,,19.0,2001,2000-2001,5.0,2000,2000-2001
163,6,13,,,16.0,2001,2000-2001,5.5,2000,2000-2001
164,6,14,,,19.0,2000,2000-2001,3.5,2000,2000-2001
165,6,15,,,21.5,2001,2000-2001,6.0,2000,2000-2001
166,6,16,,,15.5,2001,2000-2001,8.5,2001,2000-2001
167,6,17,,,20.0,2001,2000-2001,8.5,2001,2000-2001
168,6,18,,,26.0,2000,2000-2001,8.0,2001,2000-2001
169,6,19,,,23.0,2001,2000-2001,9.0,2000,2000-2001
170,6,20,,,21.0,2000,2000-2001,5.0,2000,2000-2001
171,6,21,,,21.0,2001,2000-2001,5.5,2000,2000-2001
172,6,22,,,21.0,2001,2000-2001,7.5,2000,2000-2001
173,6,23,,,19.5,2001,2000-2001,11.0,2001,2000-2001
174,6,24,,,24.0,2000,2000-2001,11.0,2001,2000-2001
175,6,25,,,24.0,2000,2000-2001,6.0,2000,2000-2001
176,6,26,,,20.5,2000,2000-2001,9.5,2001,2000-2001
177,6,27,,,23.5,2000,2000-2001,5.0,2001,2000-2001
178,6,28,,,20.0,2001,2000-2001,10.5,2000,2000-2001
179,6,29,,,19.5,2000,2000-2001,7.0,2001,2000-2001
180,6,30,,,16.5,2000,2000-2001,7.0,2001,2000-2001
181,7,1,,,21.5,2000,2000-2000,11.5,2000,2000-2000
182,7,2,,,18.0,2000,2000-2000,11.0,2000,2000-2000
183,7,3,,,19.5,2000,2000-2000,10.5,2000,2000-2000
184,7,4,,,17.0,2000,2000-2000,10.5,2000,2000-2000
185,7,5,,,17.5,2000,2000-2000,12.0,2000,2000-2000
186,7,6,,,17.5,2000,2000-2000,12.0,2000,2000-2000
187,7,7,,,18.5,2000,2000-2000,12.0,2000,2000-2000
188,7,8,,,21.0,2000,2000-2000,15.0,2000,2000-2000
189,7,9,,,17.5,2000,2000-2000,13.5,2000,2000-2000
190,7,10,,,19.0,2000,2000-2000,12.5,2000,2000-2000
191,7,11,,,17.0,2000,2000-2000,14.5,2000,2000-2000
192,7,12,,,18.5,2000,2000-2000,12.0,2000,2000-2000
193,7,13,,,15.0,2000,2000-2000,13.0,2000,2000-2000
194,7,14,,,20.5,2000,2000-2000,10.0,2000,2000-2000
195,7,15,,,24.0,2000,2000-2000,9.0,2000,2000-2000
196,7,16,,,23.0,2000,2000-2000,11.5,2000,2000-2000
197,7,17,,,19.0,2000,2000-2000,10.5,2000,2000-2000
198,7,18,,,18.5,2000,2000-2000,15.0,2000,2000-2000
199,7,19,,,18.5,2000,2000-2000,16.0,2000,2000-2000
200,7,20,,,22.0,2000,2000-2000,15.0,2000,2000-2000
201,7,21,,,23.0,2000,2000-2000,10.5,2000,2000-2000
202,7,22,,,20.5,2000,2000-2000,11.5,2000,2000-2000
203,7,23,,,18.0,2000,2000-2000,10.5,2000,2000-2000
204,7,24,,,22.0,2000,2000-2000,12.5,2000,2000-2000
205,7,25,,,20.5,2000,2000-2000,12.0,2000,2000-2000
