,month,day,T_high_avg,T_low_avg,T_max,T_max_year,period_T_high,T_min,T_min_year,period_T_low
0,5,11,,,13.0,1988.0,1988-1988,,,-
1,5,12,,,13.0,1988.0,1988-1988,-2.5,1988.0,1988-1988
2,5,13,,,13.5,1988.0,1988-1988,1.5,1988.0,1988-1988
3,5,14,,,10.5,1988.0,1988-1988,1.0,1988.0,1988-1988
4,5,15,,,10.5,1988.0,1988-1988,-1.5,1988.0,1988-1988
5,5,16,,,19.0,1988.0,1988-1988,-0.5,1988.0,1988-1988
6,5,17,,,8.0,1988.0,1988-1988,6.0,1988.0,1988-1988
7,5,18,,,9.0,1988.0,1988-1988,3.0,1988.0,1988-1988
8,5,19,,,19.0,1988.0,1988-1988,1.0,1988.0,1988-1988
9,5,20,,,15.5,1988.0,1988-1988,5.0,1988.0,1988-1988
10,5,21,,,20.5,1988.0,1988-1988,5.0,1988.0,1988-1988
11,5,22,,,13.5,1989.0,1988-1989,3.0,1988.0,1988-1988
12,5,23,,,26.5,1990.0,1988-1990,-2.0,1989.0,1988-1989
13,5,24,,,25.5,1990.0,1988-1990,2.5,1989.0,1988-1990
14,5,25,,,26.5,1990.0,1988-1990,1.5,1989.0,1988-1990
15,5,26,,,26.0,1990.0,1987-1990,3.5,1989.0,1988-1990
16,5,27,,,23.0,1987.0,1987-1990,-2.5,1989.0,1987-1990
17,5,28,,,27.0,1990.0,1987-1990,1.0,1989.0,1987-1990
18,5,29,,,29.0,1990.0,1987-1990,8.0,1988.0,1987-1990
19,5,30,,,30.5,1990.0,1987-1990,8.0,1988.0,1987-1990
20,5,31,,,23.0,1990.0,1987-1990,6.0,1988.0,1987-1990
21,6,1,,,22.5,1988.0,1986-1990,3.0,1990.0,1986-1990
22,6,2,,,20.0,1989.0,1986-1990,0.5,1990.0,1986-1990
23,6,3,,,21.5,1989.0,1986-1990,0.0,1986.0,1986-1990
24,6,4,,,21.5,1990.0,1986-1990,3.0,1987.0,1986-1990
25,6,5,,,21.5,1990.0,1986-1990,6.5,1987.0,1986-1990
26,6,6,,,18.5,1989.0,1987-1990,1.5,1990.0,1986-1990
27,6,7,,,23.0,1990.0,1986-1990,5.0,1990.0,1986-1990
28,6,8,,,26.5,1986.0,1986-1990,4.5,1990.0,1986-1990
29,6,9,,,29.5,1987.0,1986-1990,7.5,1990.0,1986-1990
30,6,10,,,29.5,1987.0,1986-1990,2.5,1986.0,1986-1990
31,6,11,,,27.5,1989.0,1986-1990,4.0,1986.0,1986-1990
32,6,12,,,30.0,1989.0,1986-1990,1.5,1986.0,1986-1990
33,6,13,,,30.0,1989.0,1986-1990,2.0,1986.0,1986-1990
34,6,14,,,26.5,1989.0,1986-1990,2.0,1986.0,1986-1990
