date,T_high,T_low,h_rain,h_snow,h_all_precip,temp_src_id,precip_src_id
2014-01-01,-24.0,-41.2,0.0,0.0,0.0,,51058.0
2014-01-02,-14.7,-24.4,0.0,46.0,4.4,,51058.0
2014-01-03,-23.4,-28.6,0.0,0.0,0.0,,51058.0
2014-01-04,-28.6,-33.1,0.0,0.0,0.0,,51058.0
2014-01-05,-22.7,-37.8,0.0,0.0,0.0,,51058.0
2014-01-06,-20.0,-29.8,0.0,0.0,0.2,,51058.0
2014-01-07,-20.9,-35.5,0.0,0.0,0.0,,51058.0
2014-01-08,-13.4,-21.1,0.0,24.0,1.8,,51058.0
2014-01-09,-14.5,-21.0,0.0,0.0,0.0,,51058.0
2014-01-10,-19.8,-28.3,0.0,46.0,3.2,,51058.0
2014-01-11,-23.2,-33.0,0.0,12.0,1.0,,51058.0
2014-01-12,-19.7,-31.2,0.0,4.0,0.4,,51058.0
2014-01-13,-20.9,-36.1,0.0,10.0,0.8,,51058.0
2014-01-14,-0.2,-35.6,0.0,70.0,6.6,,51058.0
2014-01-15,0.6,-15.8,0.0,0.0,0.0,,45467.0
2014-01-16,-1.5,-19.3,0.0,0.0,0.0,,51058.0
2014-01-17,-0.9,-16.8,0.4,40.0,4.0,,51058.0
2014-01-18,-14.7,-16.7,0.0,2.0,0.2,,51058.0
2014-01-19,-15.8,-26.7,0.0,24.0,2.2,,51058.0
2014-01-20,-16.8,-22.0,0.0,4.0,0.4,,51058.0
2014-01-21,-16.5,-24.9,0.0,0.0,0.0,,51058.0
2014-01-22,-7.9,-21.5,0.0,0.0,0.0,,51058.0
2014-01-23,-3.2,-11.1,0.0,6.0,0.4,,51058.0
2014-01-24,-8.3,-15.8,0.0,32.0,2.2,,51058.0
2014-01-25,-9.2,-24.2,0.0,8.0,0.6,,51058.0
2014-01-26,-23.4,-33.6,0.0,0.0,0.0,,51058.0
2014-01-27,-12.3,-31.5,0.0,0.0,0.0,,51058.0
2014-01-28,-12.7,-22.4,0.0,0.0,0.0,,51058.0
2014-01-29,-19.9,-26.3,0.0,0.0,0.0,,45467.0
2014-01-30,-14.3,-24.2,0.0,0.0,0.0,,51058.0
2014-01-31,-14.5,-20.4,0.0,0.0,0.0,,51058.0
2014-02-01,-12.6,-18.4,0.0,0.0,0.0,,51058.0
2014-02-02,-14.7,-20.5,0.2,14.0,1.2,,51058.0
2014-02-03,-14.6,-22.7,0.0,0.0,0.0,,51058.0
2014-02-04,-16.2,-26.7,0.0,0.0,0.0,,51058.0
2014-02-05,-14.8,-28.4,0.0,0.0,0.0,,51058.0
2014-02-06,-10.5,-21.6,0.0,2.0,0.2,,51058.0
2014-02-07,-21.3,-32.3,0.0,0.0,0.0,,51058.0
2014-02-08,-22.1,-34.5,0.0,2.0,0.2,,51058.0
2014-02-09,-23.2,-29.1,0.0,6.0,0.4,,51058.0
2014-02-10,-22.6,-32.6,0.0,0.0,0.0,,51058.0
2014-02-11,-24.4,-34.0,0.0,0.0,0.0,,51058.0
2014-02-12,-22.3,-33.9,0.0,0.0,0.0,,51058.0
2014-02-13,-23.1,-34.2,0.0,0.0,0.0,,51058.0
2014-02-14,-16.3,-36.5,0.0,0.0,0.0,,51058.0
2014-02-15,-14.0,-22.2,0.0,4.0,0.2,,51058.0
2014-02-16,-9.3,-17.3,0.0,0.0,0.0,,51058.0
2014-02-17,-7.8,-14.7,0.0,12.0,0.8,,51058.0
2014-02-18,-14.4,-22.0,0.0,96.0,2.6,,51058.0
2014-02-19,-20.7,-26.8,0.0,12.0,0.8,,51058.0
2014-02-20,-23.5,-29.9,0.0,0.0,0.0,,51058.0
2014-02-21,-22.7,-28.3,0.0,5.0,0.5,,45467.0
2014-02-22,-23.7,-33.2,0.0,0.0,0.0,,51058.0
2014-02-23,-17.6,-33.9,0.0,0.0,0.0,,51058.0
2014-02-24,-22.0,-33.9,0.0,0.0,0.0,,51058.0
2014-02-25,-13.3,-33.6,0.0,0.0,0.0,,51058.0
2014-02-26,-17.4,-30.1,0.0,2.0,0.2,,51058.0
2014-02-27,-18.4,-34.4,0.0,0.0,0.0,,51058.0
2014-02-28,-29.3,-39.7,0.0,0.0,0.0,,51058.0
2014-03-01,-22.7,-38.8,0.0,0.0,0.0,,51058.0
2014-03-02,-18.8,-37.4,0.0,0.0,0.0,,51058.0
2014-03-03,-17.0,-36.3,0.0,0.0,0.0,,51058.0
2014-03-04,-12.7,-33.6,0.0,0.0,0.0,,51058.0
2014-03-05,-22.3,-31.5,0.0,0.0,0.0,,51058.0
2014-03-06,-18.4,-33.3,0.0,0.0,0.0,,51058.0
2014-03-07,-18.5,-32.6,0.0,0.0,0.0,,51058.0
2014-03-08,-14.1,-27.8,0.0,0.0,0.0,,51058.0
2014-03-09,-15.2,-20.2,0.0,52.0,3.2,,51058.0
2014-03-10,-16.3,-22.8,0.0,0.0,0.0,,51058.0
2014-03-11,1.5,-22.5,0.0,0.0,0.0,,51058.0
2014-03-12,-9.3,-18.9,0.0,0.0,0.0,,51058.0
2014-03-13,-13.0,-17.0,0.0,0.0,0.0,,51058.0
2014-03-14,-5.0,-13.2,0.0,0.0,0.0,,51058.0
2014-03-15,4.6,-9.8,0.0,8.0,0.6,,51058.0
2014-03-16,-1.0,-11.3,0.0,0.0,0.0,,51058.0
2014-03-17,-5.7,-14.0,0.2,28.0,1.8,,51058.0
2014-03-18,-8.4,-14.5,0.0,4.0,0.2,,51058.0
2014-03-19,-13.3,-24.0,0.0,0.0,0.0,,51058.0
2014-03-20,-15.0,-27.0,0.0,0.0,0.0,,51058.0
2014-03-21,-14.6,-27.5,0.0,0.0,0.0,,51058.0
2014-03-22,-6.1,-27.8,0.0,0.0,0.0,,51058.0
2014-03-23,-9.1,-20.5,0.0,0.0,0.0,,51058.0
2014-03-24,-5.2,-23.2,0.0,0.0,0.0,,51058.0
2014-03-25,-9.4,-22.5,0.0,0.0,0.0,,51058.0
2014-03-26,-11.1,-23.1,0.0,0.0,0.0,,51058.0
2014-03-27,-9.6,-24.0,0.0,0.0,0.0,,51058.0
2014-03-28,-3.8,-22.0,0.0,0.0,0.0,,51058.0
2014-03-29,-14.6,-29.6,0.0,0.0,0.0,,51058.0
2014-03-30,-14.9,-34.3,0.0,0.0,0.0,,51058.0
2014-03-31,-6.9,-18.9,0.0,0.0,0.0,,51058.0
2014-04-01,-13.4,-22.5,0.0,0.0,0.0,,51058.0
2014-04-02,-17.4,-30.4,0.0,0.0,0.0,,51058.0
2014-04-03,-5.0,-27.8,0.0,0.0,0.0,,51058.0
2014-04-04,-6.1,-13.6,0.0,32.0,2.4,,51058.0
2014-04-05,-9.6,-17.5,0.0,0.0,0.0,,51058.0
2014-04-06,-9.7,-17.9,0.0,0.0,0.0,,51058.0
2014-04-07,5.7,-18.3,0.0,0.0,0.0,,51058.0
