date,T_high,T_low,h_rain,h_snow,h_all_precip,temp_src_id,precip_src_id
2014-01-01,9.4,6.0,2.6,0.0,2.6,,361.0
2014-01-02,6.7,3.7,2.0,0.0,2.0,,361.0
2014-01-03,6.2,2.9,0.1,0.0,0.1,,361.0
2014-01-04,4.5,2.2,0.0,0.0,0.0,,361.0
2014-01-05,5.7,3.1,0.0,0.0,0.0,,361.0
2014-01-06,6.7,5.3,0.6,0.0,0.6,,361.0
2014-01-07,7.9,5.4,1.5,0.0,1.5,,361.0
2014-01-08,7.5,4.4,5.4,0.0,5.4,,361.0
2014-01-09,6.5,3.1,1.8,0.0,1.8,,361.0
2014-01-10,5.5,2.7,15.4,0.0,15.4,,361.0
2014-01-11,5.4,1.5,5.2,1.0,5.3,,361.0
2014-01-12,7.7,1.7,8.4,0.0,8.4,,361.0
2014-01-13,8.4,5.1,11.4,0.0,11.4,,361.0
2014-01-14,9.8,6.6,4.5,0.0,4.5,,361.0
2014-01-15,8.5,3.8,5.3,0.0,5.3,,361.0
2014-01-16,8.8,6.3,0.1,0.0,0.1,,361.0
2014-01-17,8.1,5.8,2.8,0.0,2.8,,361.0
2014-01-18,8.8,5.2,0.1,0.0,0.1,,361.0
2014-01-19,6.4,3.7,6.8,0.0,6.8,,361.0
2014-01-20,7.2,5.3,0.9,0.0,0.9,,361.0
2014-01-21,8.4,6.0,2.4,0.0,2.4,,361.0
2014-01-22,9.2,7.1,8.3,0.0,8.3,,361.0
2014-01-23,10.8,6.0,0.0,0.0,0.0,,361.0
2014-01-24,7.6,5.7,0.0,0.0,0.0,,361.0
2014-01-25,7.2,4.8,0.0,0.0,0.0,,361.0
2014-01-26,6.7,3.7,0.0,0.0,0.0,,361.0
2014-01-27,7.5,4.4,14.2,0.0,14.2,,361.0
2014-01-28,7.3,5.4,0.1,0.0,0.1,,361.0
2014-01-29,6.5,4.9,0.1,0.0,0.1,,361.0
2014-01-30,6.5,1.7,0.0,0.0,0.0,,361.0
2014-01-31,5.1,1.2,1.2,0.0,1.2,,361.0
2014-02-01,4.7,2.0,0.4,0.0,0.4,,361.0
2014-02-02,3.5,0.5,0.0,0.0,0.0,,361.0
2014-02-03,3.4,1.0,0.0,0.0,0.0,,361.0
2014-02-04,1.1,-2.3,0.0,0.0,0.0,,361.0
2014-02-05,-0.2,-2.3,0.0,0.0,0.0,,361.0
2014-02-06,0.6,-3.3,0.0,0.0,0.0,,361.0
2014-02-07,0.6,-3.2,0.0,0.0,0.0,,361.0
2014-02-08,1.0,-1.8,0.0,0.0,0.0,,361.0
2014-02-09,1.4,-2.6,0.0,63.0,6.3,,361.0
2014-02-10,2.0,-0.8,10.8,0.0,10.8,,351.0
2014-02-11,4.2,-1.0,11.2,52.0,16.4,,361.0
2014-02-12,2.2,-0.6,0.1,32.0,3.3,,361.0
2014-02-13,6.3,0.0,10.4,0.0,10.4,,361.0
2014-02-14,5.7,2.3,1.8,0.0,1.8,,361.0
2014-02-15,6.0,1.0,11.8,1.0,11.9,,361.0
2014-02-16,3.6,0.4,9.2,4.0,9.6,,361.0
2014-02-17,4.4,0.8,4.8,22.0,7.0,,361.0
2014-02-18,4.3,0.1,1.3,40.0,5.3,,361.0
2014-02-19,3.8,-0.1,0.1,16.0,1.7,,361.0
2014-02-20,3.5,0.5,0.0,8.0,0.8,,361.0
2014-02-21,3.1,0.6,0.1,35.0,3.6,,361.0
2014-02-22,2.7,1.1,0.0,0.0,0.0,,361.0
2014-02-23,1.3,-0.9,0.0,0.0,0.0,,361.0
2014-02-24,3.4,-0.1,0.0,0.0,0.0,,361.0
2014-02-25,5.1,2.6,0.0,0.0,0.0,,361.0
2014-02-26,7.0,4.0,0.8,0.0,0.8,,361.0
2014-02-27,8.8,3.6,0.1,0.0,0.1,,361.0
2014-02-28,6.7,3.3,0.0,0.0,0.0,,361.0
2014-03-01,3.4,-1.1,0.0,0.0,0.0,,361.0
2014-03-02,-0.9,-3.7,0.0,12.0,1.2,,361.0
2014-03-03,-0.9,-5.1,0.0,2.0,0.2,,361.0
