date,T_high,T_low,h_rain,h_snow,h_all_precip,temp_src_id,precip_src_id
2014-01-01,-19.9,-26.3,0.0,0.0,0.0,,10977.0
2014-01-02,-22.8,-29.0,0.0,0.0,0.0,,10977.0
2014-01-03,-18.7,-26.6,0.0,0.0,0.0,,10977.0
2014-01-04,-13.2,-21.8,0.0,0.0,0.0,,10977.0
2014-01-05,-7.6,-17.1,0.0,0.0,0.0,,10977.0
2014-01-06,1.0,-17.9,8.8,326.0,41.4,8536.0,5650.0
2014-01-07,0.3,-16.9,0.0,6.0,0.0,8536.0,10977.0
2014-01-08,-10.8,-18.4,0.0,8.0,0.0,,10977.0
2014-01-09,-11.2,-16.9,0.0,0.0,0.0,,10977.0
2014-01-10,-4.2,-12.6,0.0,1.0,0.0,,10977.0
2014-01-11,-1.6,-7.1,10.0,146.0,10.0,,10977.0
2014-01-12,1.1,-4.1,1.6,0.0,1.6,,10977.0
2014-01-13,-0.8,-6.2,0.0,12.0,0.0,,10977.0
2014-01-14,1.2,-1.2,0.0,14.0,0.0,,10977.0
2014-01-15,0.6,-3.4,0.0,40.0,0.0,,10977.0
2014-01-16,-0.7,-3.2,0.0,4.0,0.0,,10977.0
2014-01-17,-0.8,-2.6,0.0,178.0,0.0,,10977.0
2014-01-18,-0.8,-2.6,0.0,2.0,0.0,,10977.0
2014-01-19,-0.5,-3.8,0.0,152.0,0.0,,10977.0
2014-01-20,-2.6,-16.7,0.0,8.0,0.0,,10977.0
2014-01-21,-14.1,-20.6,0.0,0.0,0.0,,10977.0
2014-01-22,-10.7,-18.5,0.0,0.0,0.0,,10977.0
2014-01-23,-10.9,-18.3,0.0,0.0,0.0,,10977.0
2014-01-24,-12.5,-19.6,0.0,4.0,0.0,,10977.0
2014-01-25,0.2,-15.7,0.0,102.0,10.2,,5650.0
2014-01-26,1.3,-16.4,0.0,16.0,0.0,,10977.0
2014-01-27,-6.5,-20.1,0.0,120.0,0.0,,10977.0
2014-01-28,-9.9,-16.8,0.0,16.0,0.0,,10977.0
2014-01-29,-7.7,-14.2,0.0,14.0,0.0,,10977.0
2014-01-30,-7.7,-14.8,0.0,4.0,0.0,,10977.0
2014-01-31,-1.6,-8.9,0.0,4.0,0.0,,10977.0
2014-02-01,-8.2,-13.9,0.0,44.0,0.0,,10977.0
2014-02-02,-4.0,-10.0,0.0,2.0,0.0,,10977.0
2014-02-03,-8.6,-13.8,0.0,2.0,0.0,,10977.0
2014-02-04,-7.4,-14.1,0.0,0.0,0.0,,10977.0
2014-02-05,-9.5,-17.9,0.0,0.0,0.0,,10977.0
2014-02-06,-11.3,-18.8,0.0,2.0,0.0,,10977.0
2014-02-07,-6.6,-14.6,0.0,4.0,0.0,,10977.0
2014-02-08,-6.7,-16.1,0.0,4.0,0.0,,10977.0
2014-02-09,-12.1,-18.8,0.0,0.0,0.0,,10977.0
2014-02-10,-13.0,-19.1,0.0,0.0,0.0,,10977.0
2014-02-11,-11.3,-19.9,0.0,0.0,0.0,,10977.0
2014-02-12,-7.8,-17.1,0.0,0.0,0.0,,10977.0
2014-02-13,-3.6,-8.9,0.0,44.0,0.0,,10977.0
2014-02-14,-4.2,-11.1,0.0,90.0,0.0,,10977.0
2014-02-15,-6.8,-13.1,0.0,33.0,0.0,,10977.0
2014-02-16,-8.9,-13.2,0.0,122.0,0.0,,10977.0
2014-02-17,-5.7,-13.0,0.0,0.0,0.0,,10977.0
2014-02-18,-7.1,-15.1,0.0,0.0,0.0,,10977.0
2014-02-19,-3.5,-10.0,0.0,60.0,0.0,,10977.0
2014-02-20,-1.4,-4.2,0.0,18.0,0.0,,10977.0
2014-02-21,-1.5,-6.1,0.0,174.0,0.0,,10977.0
2014-02-22,-1.7,-5.2,0.0,29.0,0.0,,10977.0
2014-02-23,-3.0,-7.0,0.0,0.0,0.0,,10977.0
2014-02-24,-4.0,-9.7,0.0,10.0,0.0,,10977.0
2014-02-25,-6.6,-10.3,0.0,0.0,0.0,,10977.0
2014-02-26,-8.8,-12.3,0.0,12.0,0.0,,10977.0
2014-02-27,-8.1,-16.3,0.0,44.0,0.0,,10977.0
2014-02-28,-7.5,-13.3,0.0,4.0,0.0,,10977.0
2014-03-01,-10.3,-18.7,0.0,51.0,0.0,,10977.0
2014-03-02,-9.0,-14.6,0.0,4.0,0.0,,10977.0
2014-03-03,-12.9,-20.7,0.0,2.0,0.0,,10977.0
2014-03-04,-15.5,-22.4,0.0,0.0,0.0,,10977.0
