date,T_high,T_low,h_rain,h_snow,h_all_precip,temp_src_id,precip_src_id
2014-01-01,0.0,-2.0,0.0,30.0,3.0,,
2014-01-02,0.0,-3.0,0.0,240.0,24.0,,
2014-01-03,-5.0,-9.0,0.0,0.0,0.0,,
2014-01-04,-0.5,-11.0,0.0,0.0,0.0,,
2014-01-05,6.0,-7.0,0.0,0.0,0.0,,
2014-01-06,6.5,-2.0,0.0,0.0,0.0,,
2014-01-07,0.0,-3.5,0.0,30.0,3.0,,
2014-01-08,-0.5,-3.5,0.0,120.0,12.0,,
2014-01-09,-3.0,-8.0,0.0,80.0,8.0,,
2014-01-10,-2.0,-7.0,0.0,490.0,49.0,,
2014-01-11,-3.0,-6.5,0.0,250.0,25.0,,
2014-01-12,-1.0,-9.0,0.0,20.0,2.0,,
2014-01-13,0.0,-4.5,0.0,0.0,0.0,,
2014-01-14,-1.0,-2.5,0.0,1.0,0.1,,
2014-01-15,6.0,-3.5,0.0,0.0,0.0,,
2014-01-16,7.0,-1.5,0.0,0.0,0.0,,
2014-01-17,9.5,1.0,0.0,0.0,0.0,,
2014-01-18,6.5,0.0,0.0,0.0,0.0,,
2014-01-19,2.0,-3.0,0.0,0.0,0.0,,
2014-01-20,5.5,-4.5,0.0,0.0,0.0,,
2014-01-21,5.5,1.0,0.0,0.0,0.0,,
2014-01-22,1.5,-4.0,0.0,0.0,0.0,,
2014-01-23,8.0,-2.5,0.0,0.0,0.0,,
2014-01-24,12.5,4.0,0.0,0.0,0.0,,
2014-01-25,10.0,6.0,0.0,0.0,0.0,,
2014-01-26,6.5,1.0,0.0,0.0,0.0,,
2014-01-27,5.5,-1.0,0.0,10.0,1.0,,
2014-01-28,0.0,-3.0,0.0,0.0,0.0,,
2014-01-29,0.0,-4.5,0.0,20.0,2.0,,
2014-01-30,-7.0,-10.0,0.0,10.0,1.0,,
2014-01-31,-4.5,-14.0,0.0,0.0,0.0,,
2014-02-01,-7.5,-12.0,0.0,0.0,0.0,,
2014-02-02,-10.5,-13.5,0.0,0.0,0.0,,
2014-02-03,-14.0,-18.0,0.0,0.0,0.0,,
2014-02-04,-18.0,-24.5,0.0,0.0,0.0,,
2014-02-05,-18.5,-23.5,0.0,0.0,0.0,,
2014-02-06,-15.5,-22.5,0.0,0.0,0.0,,
2014-02-07,-14.0,-20.5,0.0,0.0,0.0,,
2014-02-08,-13.0,-19.5,0.0,0.0,0.0,,
2014-02-09,-4.5,-16.0,0.0,20.0,2.0,,
2014-02-10,-3.5,-11.5,0.0,130.0,13.0,,
2014-02-11,-2.0,-9.0,0.0,350.0,35.0,,
2014-02-12,-3.0,-8.0,0.0,130.0,13.0,,
2014-02-13,-4.5,-6.5,0.0,91.0,9.1,,
2014-02-14,-3.0,-7.0,0.0,40.0,4.0,,
2014-02-15,-3.5,-8.0,0.0,310.0,31.0,,
2014-02-16,-6.0,-11.0,0.0,220.0,22.0,,
