date,T_high,T_low,h_rain,h_snow,h_all_precip,temp_src_id,precip_src_id
2014-01-01,-16.7,-18.7,,,3.5,1735.0,47388.0
2014-01-02,-12.2,-17.2,,,0.2,1735.0,42503.0
2014-01-03,-11.5,-17.0,,,0.0,1735.0,47388.0
2014-01-04,-10.0,-14.7,,,0.0,1735.0,47388.0
2014-01-05,-10.8,-15.8,,,0.0,1735.0,42503.0
2014-01-06,-14.5,-24.4,0.0,0.0,0.0,1735.0,10082.0
2014-01-07,-8.7,-24.1,,,20.9,1735.0,42503.0
2014-01-08,,-23.4,,,,1739.0,
2014-01-09,-13.9,-18.3,,,0.2,1735.0,42503.0
2014-01-10,-17.2,-22.0,,,0.2,1735.0,10721.0
2014-01-11,-19.4,-23.3,0.0,0.0,0.0,1735.0,10082.0
2014-01-12,-18.8,-25.5,0.0,0.0,0.0,1735.0,10082.0
2014-01-13,-13.0,-22.4,0.0,28.0,2.8,1735.0,10082.0
2014-01-14,-12.5,-20.3,0.0,20.0,2.0,1735.0,10082.0
2014-01-15,-10.4,-17.1,,,0.0,1735.0,10721.0
2014-01-16,-9.4,-20.8,0.0,0.0,0.0,1735.0,10082.0
2014-01-17,-20.2,-25.7,0.0,0.0,0.0,1735.0,10082.0
2014-01-18,-15.3,-25.6,0.0,38.0,3.8,1735.0,10082.0
2014-01-19,-13.4,-19.8,0.0,0.0,0.0,1735.0,10082.0
2014-01-20,-17.7,-21.4,0.0,0.0,0.0,1735.0,10082.0
2014-01-21,-16.3,-22.0,0.0,10.0,1.0,1735.0,10082.0
2014-01-22,-13.3,-22.2,0.0,0.0,0.0,1735.0,10082.0
2014-01-23,-20.5,-23.7,0.0,0.0,0.0,1735.0,10082.0
2014-01-24,-20.0,-25.6,0.0,0.0,0.0,1735.0,10082.0
2014-01-25,-23.2,-27.5,,,0.0,1735.0,10721.0
2014-01-26,-15.1,-27.1,,,0.0,1735.0,10721.0
2014-01-27,-11.4,-17.1,0.0,45.0,4.5,1735.0,10082.0
2014-01-28,-9.7,-14.4,0.0,0.0,0.0,1735.0,10082.0
2014-01-29,-12.3,-15.8,0.0,30.0,3.0,1735.0,10082.0
2014-01-30,-15.2,-16.9,0.0,0.0,0.0,1735.0,10082.0
2014-01-31,-16.6,-19.3,0.0,10.0,1.0,1735.0,10082.0
2014-02-01,-17.6,-22.1,0.0,0.0,0.0,1735.0,10082.0
2014-02-02,-16.6,-21.8,,,0.0,1735.0,10721.0
2014-02-03,-18.4,-22.8,,,1.3,1735.0,10721.0
2014-02-04,-20.4,-22.3,0.0,0.0,0.0,1735.0,10082.0
2014-02-05,-19.4,-21.8,0.0,0.0,0.0,1735.0,10082.0
2014-02-06,-19.3,-22.3,0.0,0.0,0.0,1735.0,10082.0
2014-02-07,-13.3,-19.3,0.0,30.0,3.0,1735.0,10082.0
2014-02-08,-13.6,-16.5,,,0.0,1735.0,10721.0
2014-02-09,-11.7,-17.3,,,0.0,1735.0,10721.0
2014-02-10,-13.0,-19.7,0.0,0.0,0.0,1735.0,10082.0
2014-02-11,-17.7,-22.8,0.0,0.0,0.0,1735.0,10082.0
2014-02-12,-22.3,-25.6,0.0,0.0,0.0,1735.0,10082.0
2014-02-13,-18.8,-25.6,,,6.4,1735.0,42503.0
2014-02-14,-22.0,-28.3,,,0.0,42503.0,10721.0
2014-02-15,-20.1,-22.1,,,0.4,1735.0,10721.0
2014-02-16,-21.2,-24.4,0.0,0.0,0.0,1735.0,10082.0
2014-02-17,-22.9,-25.3,0.0,0.0,0.0,1735.0,10082.0
2014-02-18,-22.0,-26.1,0.0,0.0,0.0,1735.0,10082.0
2014-02-19,-21.9,-26.8,0.0,0.0,0.0,1735.0,10082.0
2014-02-20,-19.9,-26.5,,,0.0,1735.0,10721.0
2014-02-21,-19.8,-23.0,,,0.0,1735.0,10721.0
2014-02-22,-21.7,-26.6,0.0,0.0,0.0,1735.0,10082.0
2014-02-23,-23.2,-27.2,0.0,10.0,1.0,1735.0,10082.0
2014-02-24,-22.0,-25.2,0.0,66.0,6.6,1735.0,10082.0
2014-02-25,-15.7,-22.3,0.0,30.0,3.0,1735.0,10082.0
2014-02-26,-16.3,-20.9,,,0.2,1735.0,10721.0
2014-02-27,-18.4,-21.5,,,0.2,1735.0,10721.0
2014-02-28,-20.6,-25.3,0.0,0.0,0.0,1735.0,10082.0
2014-03-01,-22.3,-26.6,0.0,0.0,0.0,1735.0,10082.0
2014-03-02,-24.4,-27.5,0.0,0.0,0.0,1735.0,10082.0
2014-03-03,-18.3,-25.5,0.0,20.0,2.0,1735.0,10082.0
2014-03-04,-17.9,-22.2,,,0.0,1735.0,10721.0
2014-03-05,-15.8,-19.8,,,0.2,1735.0,10721.0
2014-03-06,-18.5,-23.8,0.0,0.0,0.0,1735.0,10082.0
2014-03-07,-19.7,-23.9,0.0,0.0,0.0,1735.0,10082.0
2014-03-08,-20.2,-23.7,0.0,0.0,0.0,1735.0,10082.0
2014-03-09,-22.4,-25.6,0.0,0.0,0.0,1735.0,10082.0
2014-03-10,-23.2,-26.3,0.0,0.0,0.0,,10082.0
2014-03-11,-23.8,-26.7,,,0.0,,10721.0
2014-03-12,-22.3,-26.2,,,0.4,,10721.0
2014-03-13,-21.3,-23.8,0.0,0.0,0.0,,10082.0
2014-03-14,-17.2,-21.7,0.0,0.0,0.0,,10082.0
2014-03-15,-17.0,-20.9,0.0,0.0,0.0,,10082.0
2014-03-16,-17.6,-21.0,,,0.0,,10721.0
2014-03-17,-19.0,-20.8,,,0.0,,10721.0
2014-03-18,-14.9,-19.0,0.0,0.0,0.0,,10082.0
2014-03-19,-15.0,-19.4,0.0,0.0,0.0,,10082.0
2014-03-20,-11.6,-17.9,,,0.0,,10721.0
2014-03-21,-11.7,-17.5,,,0.0,,10721.0
2014-03-22,-11.8,-20.4,,,0.0,,10721.0
2014-03-23,-17.2,-22.3,,,0.0,,10721.0
2014-03-24,-18.1,-23.6,,,0.0,,10721.0
2014-03-25,-20.6,-23.7,,,0.0,,10721.0
2014-03-26,-15.9,-20.8,,,0.0,,10721.0
2014-03-27,-13.2,-18.9,,,0.0,,10721.0
2014-03-28,-15.6,-19.8,,,0.0,,10721.0
2014-03-29,-14.3,-19.3,,,0.0,,10721.0
2014-03-30,-13.9,-20.6,,,0.0,,10721.0
2014-03-31,-10.5,-19.6,0.0,0.0,0.0,,10082.0
2014-04-01,-16.8,-21.2,0.0,0.0,0.0,,10082.0
2014-04-02,-13.0,-17.3,0.0,120.0,12.0,,10082.0
2014-04-03,-7.8,-16.9,0.0,0.0,0.0,,10082.0
2014-04-04,-17.0,-20.2,0.0,0.0,0.0,,10082.0
2014-04-05,-18.0,-20.6,0.0,0.0,0.0,,10082.0
2014-04-06,-14.6,-19.6,0.0,0.0,0.0,,10082.0
2014-04-07,-14.1,-17.2,0.0,0.0,0.0,,10082.0
