date,T_high,T_low,h_rain,h_snow,h_all_precip,temp_src_id,precip_src_id
2014-01-01,-13.4,-27.8,,,1.4,,47077.0
2014-01-02,-0.4,-14.6,,,0.0,,32255.0
2014-01-03,-4.2,-26.8,,,4.7,,32255.0
2014-01-04,-25.2,-38.0,,,0.0,,47109.0
2014-01-05,-19.8,-38.1,,,11.3,,32255.0
2014-01-06,-5.8,-19.9,,,0.0,,32255.0
2014-01-07,-13.1,-19.2,,,0.0,,32255.0
2014-01-08,-12.4,-18.8,,,,,
2014-01-09,-2.9,-18.3,,,0.0,,32255.0
2014-01-10,-5.3,-20.5,,,0.0,,32255.0
2014-01-11,-5.6,-17.7,,,3.1,,32255.0
2014-01-12,-10.0,-27.9,,,0.0,,47077.0
2014-01-13,-4.8,-14.0,,,0.0,,32255.0
2014-01-14,7.7,-12.7,,,0.0,,32255.0
2014-01-15,7.3,-2.0,,,0.0,,32255.0
2014-01-16,5.2,-1.9,,,0.0,,32255.0
2014-01-17,5.1,-7.3,,,0.0,,32255.0
2014-01-18,5.2,-4.7,,,0.0,,47077.0
2014-01-19,4.0,-12.1,,,0.0,,32255.0
2014-01-20,-0.8,-12.8,,,0.6,,32255.0
2014-01-21,-4.0,-10.1,,,0.0,,47077.0
2014-01-22,-4.1,-13.2,,,0.0,,32255.0
2014-01-23,4.6,-10.1,,,0.0,,32255.0
2014-01-24,6.8,0.9,,,0.0,,32255.0
2014-01-25,5.3,-0.4,,,0.0,,32255.0
2014-01-26,1.2,-20.8,,,0.5,,32255.0
2014-01-27,-11.3,-25.6,,,1.3,,32255.0
2014-01-28,-5.4,-20.7,,,0.0,,32255.0
2014-01-29,-9.7,-24.7,,,0.6,,32255.0
2014-01-30,-17.0,-27.4,,,2.4,,32255.0
2014-01-31,-7.0,-18.6,,,0.0,,32255.0
2014-02-01,-8.1,-19.1,,,0.0,,47077.0
2014-02-02,-8.7,-18.7,,,0.4,,32255.0
